producto,fecha,CostesModelo,CostesEmpresa,Coste_Total_XGB,Coste_Total_STCK2,Coste_Total_XGB2
11,2019-12-28,88.0,940.0,194.0,123.0,121.0
11,2019-12-30,254.0,1030.0,255.0,252.0,193.0
11,2019-12-31,223.0,2624.0,218.0,245.0,294.0
11,2020-01-02,333.0,3015.0,271.0,282.0,395.0
11,2020-01-03,383.0,2056.0,368.0,370.0,480.0
11,2020-01-04,137.0,1241.0,164.0,108.0,223.0
11,2020-01-07,235.0,1844.0,216.0,155.0,175.0
11,2020-01-08,253.0,606.0,230.0,237.0,238.0
11,2020-01-09,464.0,1813.0,499.0,487.0,452.0
11,2020-01-10,443.0,643.0,470.0,453.0,631.0
11,2020-01-11,330.0,1031.0,315.0,370.0,275.0
11,2020-01-13,339.0,1030.0,261.0,255.0,322.0
11,2020-01-14,466.0,1227.0,461.0,490.0,537.0
11,2020-01-15,302.0,394.0,276.0,272.0,346.0
11,2020-01-16,350.0,962.0,345.0,331.0,329.0
11,2020-01-17,415.0,980.0,461.0,442.0,503.0
11,2020-01-18,87.0,1117.0,188.0,125.0,125.0
11,2020-01-20,327.0,1348.0,281.0,254.0,241.0
11,2020-01-21,275.0,1916.0,254.0,244.0,220.0
11,2020-01-22,248.0,853.0,315.0,301.0,185.0
11,2020-01-23,326.0,2784.0,371.0,395.0,371.0
11,2020-01-24,325.0,1721.0,336.0,338.0,393.0
11,2020-01-25,141.0,852.0,130.0,142.0,188.0
11,2020-01-27,232.0,659.0,255.0,291.0,304.0
11,2020-01-28,222.0,1349.0,220.0,233.0,264.0
11,2020-01-29,221.0,959.0,234.0,208.0,162.0
12,2019-11-15,218.0,2413.0,213.0,233.0,266.0
12,2019-11-16,132.0,362.0,132.0,145.0,98.0
12,2019-11-18,117.0,1289.0,105.0,141.0,119.0
12,2019-11-19,168.0,1205.0,181.0,155.0,200.0
12,2019-11-20,212.0,1618.0,166.0,228.0,170.0
12,2019-11-21,214.0,2836.0,222.0,231.0,210.0
12,2019-11-22,174.0,3901.0,171.0,190.0,249.0
12,2019-11-23,227.0,312.0,248.0,196.0,265.0
12,2019-11-25,115.0,1161.0,101.0,132.0,106.0
12,2019-11-26,148.0,928.0,142.0,143.0,187.0
12,2019-11-27,173.0,1479.0,192.0,168.0,231.0
12,2019-11-28,202.0,2329.0,192.0,199.0,208.0
12,2019-11-29,198.0,3478.0,241.0,220.0,222.0
12,2019-11-30,144.0,390.0,122.0,153.0,152.0
12,2019-12-02,354.0,1080.0,358.0,335.0,379.0
12,2019-12-03,128.0,1128.0,178.0,142.0,135.0
12,2019-12-04,172.0,1759.0,152.0,164.0,182.0
12,2019-12-05,270.0,1948.0,277.0,236.0,233.0
12,2019-12-06,270.0,2365.0,298.0,298.0,273.0
12,2019-12-07,92.0,367.0,100.0,108.0,133.0
12,2019-12-09,281.0,547.0,258.0,243.0,243.0
12,2019-12-10,149.0,529.0,141.0,185.0,152.0
12,2019-12-11,246.0,726.0,261.0,235.0,301.0
12,2019-12-12,196.0,738.0,189.0,217.0,193.0
12,2019-12-13,313.0,1335.0,296.0,287.0,308.0
12,2019-12-14,92.0,364.0,92.0,113.0,126.0
12,2019-12-16,142.0,782.0,139.0,171.0,128.0
12,2019-12-17,111.0,777.0,97.0,126.0,99.0
12,2019-12-18,168.0,1532.0,164.0,168.0,151.0
12,2019-12-19,313.0,2425.0,295.0,318.0,289.0
12,2019-12-20,182.0,2835.0,164.0,187.0,126.0
12,2019-12-21,199.0,332.0,206.0,194.0,196.0
12,2019-12-23,155.0,553.0,139.0,180.0,118.0
12,2019-12-24,99.0,595.0,86.0,95.0,156.0
12,2019-12-26,169.0,2048.0,222.0,180.0,154.0
12,2019-12-27,167.0,1783.0,175.0,182.0,131.0
12,2019-12-28,108.0,388.0,97.0,114.0,108.0
12,2019-12-30,268.0,698.0,289.0,272.0,303.0
12,2019-12-31,89.0,1032.0,89.0,93.0,155.0
12,2020-01-02,260.0,2630.0,212.0,259.0,235.0
12,2020-01-03,151.0,2415.0,154.0,156.0,209.0
12,2020-01-04,147.0,342.0,141.0,147.0,163.0
12,2020-01-07,243.0,565.0,270.0,239.0,289.0
12,2020-01-08,163.0,699.0,164.0,160.0,264.0
12,2020-01-09,205.0,1492.0,179.0,206.0,222.0
12,2020-01-10,296.0,1188.0,308.0,320.0,335.0
12,2020-01-11,205.0,326.0,198.0,186.0,215.0
12,2020-01-13,332.0,635.0,322.0,335.0,281.0
12,2020-01-14,139.0,419.0,110.0,160.0,128.0
12,2020-01-15,180.0,694.0,203.0,171.0,324.0
12,2020-01-16,272.0,1618.0,264.0,220.0,259.0
12,2020-01-17,161.0,1351.0,206.0,196.0,208.0
12,2020-01-18,100.0,368.0,94.0,108.0,163.0
12,2020-01-20,182.0,925.0,220.0,154.0,208.0
12,2020-01-21,127.0,590.0,109.0,146.0,133.0
12,2020-01-22,162.0,987.0,181.0,164.0,184.0
12,2020-01-23,231.0,2095.0,233.0,237.0,232.0
12,2020-01-24,168.0,2684.0,171.0,204.0,246.0
12,2020-01-25,97.0,357.0,95.0,128.0,119.0
12,2020-01-27,141.0,543.0,142.0,177.0,173.0
12,2020-01-28,138.0,459.0,116.0,141.0,88.0
12,2020-01-29,164.0,665.0,142.0,168.0,144.0
13,2019-11-15,448.0,2454.0,426.0,440.0,457.0
13,2019-11-18,196.0,2182.0,262.0,230.0,175.0
13,2019-11-19,178.0,1929.0,213.0,188.0,194.0
13,2019-11-20,190.0,2275.0,210.0,206.0,244.0
13,2019-11-21,413.0,4880.0,387.0,374.0,399.0
13,2019-11-22,303.0,4363.0,357.0,354.0,533.0
13,2019-11-25,173.0,2099.0,218.0,186.0,177.0
13,2019-11-26,254.0,1834.0,223.0,249.0,268.0
13,2019-11-27,376.0,1839.0,379.0,399.0,354.0
13,2019-11-28,525.0,4141.0,680.0,675.0,640.0
13,2019-11-29,351.0,3495.0,357.0,353.0,375.0
13,2019-12-02,185.0,1856.0,220.0,183.0,209.0
13,2019-12-03,222.0,1779.0,204.0,225.0,238.0
13,2019-12-04,225.0,2416.0,236.0,224.0,313.0
13,2019-12-05,833.0,3691.0,911.0,885.0,879.0
13,2019-12-09,346.0,781.0,351.0,438.0,308.0
13,2019-12-10,321.0,769.0,303.0,328.0,331.0
13,2019-12-11,209.0,942.0,225.0,200.0,241.0
13,2019-12-12,566.0,1183.0,610.0,565.0,536.0
13,2019-12-13,324.0,1348.0,341.0,342.0,512.0
13,2019-12-16,217.0,1197.0,269.0,191.0,173.0
13,2019-12-17,233.0,1570.0,263.0,205.0,284.0
13,2019-12-18,204.0,1897.0,224.0,189.0,226.0
13,2019-12-19,476.0,4609.0,475.0,511.0,767.0
13,2019-12-20,574.0,2398.0,594.0,590.0,557.0
13,2019-12-23,162.0,1248.0,233.0,162.0,224.0
13,2019-12-24,230.0,1569.0,257.0,198.0,226.0
13,2019-12-26,435.0,3102.0,517.0,535.0,584.0
13,2019-12-27,615.0,2644.0,649.0,638.0,556.0
13,2019-12-30,250.0,1019.0,214.0,284.0,268.0
13,2019-12-31,183.0,1974.0,200.0,135.0,158.0
13,2020-01-02,413.0,5153.0,359.0,318.0,414.0
13,2020-01-03,766.0,3386.0,929.0,946.0,937.0
13,2020-01-07,850.0,816.0,885.0,905.0,872.0
13,2020-01-08,360.0,836.0,242.0,281.0,250.0
13,2020-01-09,422.0,2733.0,343.0,361.0,335.0
13,2020-01-10,571.0,1702.0,504.0,502.0,562.0
13,2020-01-13,260.0,945.0,199.0,150.0,177.0
13,2020-01-14,332.0,851.0,285.0,250.0,283.0
13,2020-01-15,242.0,885.0,213.0,256.0,234.0
13,2020-01-16,458.0,2975.0,442.0,466.0,492.0
13,2020-01-17,421.0,2120.0,416.0,409.0,497.0
13,2020-01-20,308.0,1120.0,262.0,316.0,278.0
13,2020-01-21,250.0,1212.0,255.0,218.0,202.0
13,2020-01-22,254.0,1113.0,219.0,249.0,296.0
13,2020-01-23,453.0,3478.0,417.0,413.0,456.0
13,2020-01-24,523.0,3250.0,583.0,584.0,667.0
13,2020-01-27,320.0,648.0,269.0,329.0,350.0
13,2020-01-28,268.0,1133.0,282.0,246.0,274.0
13,2020-01-29,250.0,828.0,233.0,264.0,284.0
14,2019-11-15,219.0,2074.0,340.0,304.0,299.0
14,2019-11-16,511.0,601.0,386.0,422.0,361.0
14,2019-11-18,46.0,1402.0,131.0,86.0,46.0
14,2019-11-19,562.0,1422.0,587.0,610.0,630.0
14,2019-11-20,296.0,2188.0,269.0,256.0,418.0
14,2019-11-21,312.0,2530.0,238.0,230.0,364.0
14,2019-11-22,362.0,4097.0,355.0,348.0,653.0
14,2019-11-23,171.0,209.0,307.0,260.0,288.0
14,2019-11-25,225.0,1714.0,152.0,110.0,35.0
14,2019-11-26,261.0,1325.0,226.0,255.0,243.0
14,2019-11-27,283.0,2264.0,247.0,214.0,269.0
14,2019-11-28,243.0,2171.0,263.0,237.0,319.0
14,2019-11-29,343.0,3761.0,313.0,287.0,418.0
14,2019-11-30,347.0,384.0,254.0,270.0,271.0
14,2019-12-02,184.0,1422.0,145.0,86.0,31.0
14,2019-12-03,262.0,1310.0,242.0,225.0,206.0
14,2019-12-04,307.0,2024.0,368.0,378.0,453.0
14,2019-12-05,198.0,1891.0,249.0,221.0,390.0
14,2019-12-06,610.0,1747.0,974.0,941.0,941.0
14,2019-12-07,81.0,56.0,214.0,183.0,73.0
14,2019-12-09,98.0,705.0,87.0,24.0,29.0
14,2019-12-10,523.0,488.0,617.0,607.0,781.0
14,2019-12-11,47.0,1122.0,251.0,181.0,280.0
14,2019-12-12,387.0,608.0,382.0,435.0,402.0
14,2019-12-13,547.0,1206.0,705.0,665.0,731.0
14,2019-12-14,36.0,74.0,118.0,16.0,36.0
14,2019-12-16,26.0,1154.0,90.0,21.0,31.0
14,2019-12-17,279.0,1318.0,302.0,298.0,358.0
14,2019-12-18,292.0,1807.0,239.0,263.0,310.0
14,2019-12-19,261.0,2249.0,208.0,218.0,294.0
14,2019-12-21,539.0,698.0,563.0,607.0,548.0
14,2019-12-23,126.0,1042.0,112.0,157.0,181.0
14,2019-12-24,293.0,425.0,278.0,244.0,192.0
14,2019-12-26,140.0,1487.0,180.0,147.0,145.0
14,2019-12-27,356.0,1677.0,379.0,384.0,436.0
14,2019-12-28,25.0,126.0,177.0,121.0,28.0
14,2019-12-30,80.0,828.0,78.0,25.0,97.0
14,2019-12-31,384.0,953.0,476.0,486.0,507.0
14,2020-01-02,232.0,1298.0,218.0,229.0,270.0
14,2020-01-03,527.0,1877.0,411.0,395.0,378.0
14,2020-01-04,147.0,126.0,208.0,164.0,235.0
14,2020-01-07,270.0,702.0,269.0,217.0,159.0
14,2020-01-08,365.0,1074.0,202.0,199.0,256.0
14,2020-01-09,388.0,932.0,413.0,422.0,309.0
14,2020-01-10,579.0,1119.0,704.0,693.0,831.0
14,2020-01-11,81.0,106.0,183.0,119.0,343.0
14,2020-01-14,340.0,548.0,514.0,512.0,479.0
14,2020-01-15,289.0,1086.0,199.0,243.0,270.0
14,2020-01-16,585.0,863.0,627.0,617.0,671.0
14,2020-01-17,262.0,1313.0,405.0,429.0,542.0
14,2020-01-18,22.0,129.0,186.0,37.0,226.0
14,2020-01-20,126.0,1550.0,149.0,195.0,226.0
14,2020-01-21,159.0,916.0,243.0,198.0,181.0
14,2020-01-22,190.0,1080.0,198.0,229.0,325.0
14,2020-01-23,290.0,1358.0,281.0,284.0,397.0
14,2020-01-24,327.0,2309.0,366.0,320.0,415.0
14,2020-01-25,405.0,559.0,464.0,517.0,586.0
14,2020-01-27,221.0,408.0,182.0,229.0,313.0
14,2020-01-28,495.0,383.0,536.0,545.0,543.0
14,2020-01-29,82.0,971.0,177.0,144.0,77.0
15,2019-11-15,128.0,370.0,158.0,94.0,924.0
15,2019-11-18,133.0,1026.0,128.0,170.0,167.0
15,2019-11-19,66.0,820.0,150.0,93.0,333.0
15,2019-11-21,100.0,1107.0,163.0,90.0,115.0
15,2019-11-22,159.0,248.0,132.0,161.0,167.0
15,2019-11-25,138.0,903.0,128.0,176.0,167.0
15,2019-11-28,70.0,820.0,151.0,81.0,613.0
15,2019-11-29,151.0,207.0,138.0,146.0,177.0
15,2019-12-02,147.0,780.0,138.0,220.0,177.0
15,2019-12-04,91.0,1107.0,155.0,123.0,866.0
15,2019-12-05,132.0,820.0,155.0,71.0,866.0
15,2019-12-07,90.0,452.0,151.0,130.0,613.0
15,2019-12-09,111.0,329.0,166.0,259.0,115.0
15,2019-12-10,80.0,83.0,148.0,125.0,218.0
15,2019-12-11,77.0,329.0,149.0,93.0,337.0
15,2019-12-12,69.0,329.0,149.0,86.0,337.0
15,2019-12-13,81.0,83.0,158.0,91.0,924.0
15,2019-12-14,96.0,390.0,144.0,138.0,238.0
15,2019-12-17,198.0,228.0,138.0,260.0,293.0
15,2019-12-19,204.0,903.0,137.0,207.0,573.0
15,2019-12-20,86.0,329.0,160.0,110.0,180.0
15,2019-12-21,83.0,370.0,146.0,127.0,199.0
15,2019-12-23,171.0,330.0,128.0,200.0,167.0
15,2019-12-26,64.0,616.0,151.0,70.0,613.0
15,2019-12-27,76.0,206.0,160.0,94.0,180.0
15,2019-12-30,88.0,370.0,156.0,69.0,924.0
15,2020-01-02,163.0,780.0,133.0,212.0,826.0
15,2020-01-03,195.0,289.0,126.0,200.0,167.0
15,2020-01-07,165.0,269.0,134.0,205.0,128.0
15,2020-01-08,103.0,268.0,155.0,117.0,866.0
15,2020-01-09,94.0,616.0,155.0,99.0,866.0
15,2020-01-10,130.0,193.0,126.0,164.0,167.0
15,2020-01-11,71.0,452.0,151.0,122.0,613.0
15,2020-01-13,74.0,370.0,154.0,81.0,168.0
15,2020-01-14,214.0,193.0,130.0,261.0,166.0
15,2020-01-15,217.0,289.0,139.0,225.0,297.0
15,2020-01-16,70.0,247.0,149.0,68.0,337.0
15,2020-01-17,382.0,386.0,404.0,427.0,488.0
15,2020-01-20,163.0,535.0,133.0,201.0,884.0
15,2020-01-22,88.0,329.0,151.0,91.0,613.0
15,2020-01-23,131.0,779.0,151.0,91.0,613.0
15,2020-01-24,203.0,495.0,215.0,199.0,264.0
15,2020-01-27,81.0,165.0,156.0,71.0,924.0
15,2020-01-28,77.0,268.0,162.0,106.0,141.0
15,2020-01-29,210.0,350.0,137.0,216.0,573.0
17,2019-11-15,343.0,1713.0,299.0,313.0,302.0
17,2019-11-16,146.0,1240.0,149.0,145.0,154.0
17,2019-11-18,284.0,1485.0,300.0,305.0,288.0
17,2019-11-19,238.0,1406.0,241.0,230.0,265.0
17,2019-11-20,257.0,1833.0,277.0,259.0,246.0
17,2019-11-21,261.0,2402.0,231.0,229.0,225.0
17,2019-11-22,341.0,3010.0,296.0,320.0,285.0
17,2019-11-23,134.0,1756.0,157.0,150.0,173.0
17,2019-11-25,198.0,1687.0,234.0,227.0,230.0
17,2019-11-26,186.0,1161.0,228.0,221.0,217.0
17,2019-11-27,217.0,1918.0,216.0,221.0,279.0
17,2019-11-28,260.0,2043.0,263.0,265.0,240.0
17,2019-11-29,305.0,2691.0,310.0,287.0,284.0
17,2019-11-30,210.0,2054.0,206.0,190.0,232.0
17,2019-12-02,320.0,2306.0,306.0,317.0,305.0
17,2019-12-03,302.0,1955.0,320.0,314.0,418.0
17,2019-12-04,517.0,3000.0,576.0,558.0,660.0
17,2019-12-05,419.0,2880.0,431.0,421.0,415.0
17,2019-12-06,317.0,2796.0,378.0,330.0,388.0
17,2019-12-07,193.0,927.0,195.0,198.0,194.0
17,2019-12-09,314.0,1140.0,232.0,254.0,231.0
17,2019-12-10,267.0,1093.0,290.0,280.0,268.0
17,2019-12-11,319.0,1413.0,315.0,316.0,317.0
17,2019-12-12,290.0,858.0,323.0,315.0,299.0
17,2019-12-13,418.0,1470.0,379.0,383.0,362.0
17,2019-12-14,166.0,877.0,180.0,173.0,291.0
17,2019-12-16,251.0,1552.0,254.0,252.0,350.0
17,2019-12-17,249.0,1980.0,295.0,282.0,293.0
17,2019-12-18,302.0,3093.0,315.0,317.0,302.0
17,2019-12-19,281.0,3011.0,301.0,296.0,392.0
17,2019-12-20,297.0,2247.0,260.0,274.0,261.0
17,2019-12-21,124.0,855.0,120.0,127.0,163.0
17,2019-12-23,189.0,1182.0,201.0,203.0,169.0
17,2019-12-24,165.0,819.0,165.0,164.0,124.0
17,2019-12-26,217.0,1838.0,211.0,211.0,228.0
17,2019-12-27,245.0,1404.0,225.0,239.0,264.0
17,2019-12-28,168.0,1023.0,137.0,131.0,183.0
17,2019-12-30,169.0,1162.0,173.0,166.0,192.0
17,2019-12-31,204.0,1652.0,184.0,191.0,236.0
17,2020-01-02,192.0,2062.0,204.0,210.0,209.0
17,2020-01-03,315.0,2022.0,348.0,355.0,345.0
17,2020-01-04,290.0,1623.0,260.0,257.0,230.0
17,2020-01-07,260.0,1414.0,295.0,293.0,349.0
17,2020-01-08,455.0,1351.0,514.0,518.0,499.0
17,2020-01-09,560.0,1848.0,579.0,576.0,511.0
17,2020-01-10,500.0,677.0,526.0,520.0,518.0
17,2020-01-11,216.0,1772.0,218.0,218.0,253.0
17,2020-01-13,328.0,1648.0,363.0,354.0,369.0
17,2020-01-14,307.0,1118.0,294.0,293.0,363.0
17,2020-01-15,413.0,971.0,421.0,398.0,408.0
17,2020-01-16,390.0,999.0,358.0,366.0,387.0
17,2020-01-17,536.0,1381.0,484.0,469.0,499.0
17,2020-01-18,216.0,1486.0,250.0,254.0,296.0
17,2020-01-20,268.0,2155.0,271.0,270.0,324.0
17,2020-01-21,268.0,1618.0,307.0,311.0,345.0
17,2020-01-22,311.0,1630.0,339.0,364.0,340.0
17,2020-01-23,384.0,2829.0,383.0,376.0,361.0
17,2020-01-24,461.0,2512.0,494.0,479.0,543.0
17,2020-01-25,179.0,1200.0,197.0,195.0,184.0
17,2020-01-27,273.0,1219.0,317.0,303.0,355.0
17,2020-01-28,298.0,1162.0,317.0,296.0,311.0
17,2020-01-29,343.0,1664.0,383.0,380.0,272.0
18,2019-11-15,295.0,3056.0,387.0,404.0,449.0
18,2019-11-16,382.0,467.0,269.0,294.0,265.0
18,2019-11-18,124.0,2408.0,205.0,195.0,144.0
18,2019-11-19,561.0,1992.0,570.0,581.0,581.0
18,2019-11-20,320.0,2377.0,310.0,316.0,400.0
18,2019-11-21,483.0,3076.0,403.0,418.0,374.0
18,2019-11-22,414.0,4726.0,455.0,428.0,445.0
18,2019-11-23,120.0,156.0,293.0,258.0,300.0
18,2019-11-25,216.0,1992.0,170.0,150.0,102.0
18,2019-11-26,378.0,1361.0,405.0,379.0,378.0
18,2019-11-27,323.0,1902.0,335.0,307.0,344.0
18,2019-11-28,314.0,2105.0,323.0,306.0,388.0
18,2019-11-29,423.0,3401.0,394.0,408.0,471.0
18,2019-11-30,270.0,489.0,290.0,277.0,291.0
18,2019-12-02,215.0,2007.0,141.0,124.0,134.0
18,2019-12-03,356.0,2079.0,356.0,392.0,551.0
18,2019-12-04,289.0,2815.0,293.0,305.0,237.0
18,2019-12-05,277.0,2752.0,363.0,353.0,354.0
18,2019-12-06,624.0,2632.0,927.0,900.0,997.0
18,2019-12-07,154.0,62.0,265.0,233.0,251.0
18,2019-12-09,134.0,1227.0,116.0,56.0,59.0
18,2019-12-10,523.0,573.0,581.0,529.0,547.0
18,2019-12-11,129.0,1241.0,246.0,190.0,112.0
18,2019-12-12,483.0,722.0,546.0,560.0,638.0
18,2019-12-13,651.0,1425.0,763.0,728.0,659.0
18,2019-12-14,26.0,60.0,115.0,21.0,91.0
18,2019-12-16,98.0,1620.0,78.0,50.0,92.0
18,2019-12-17,423.0,1816.0,465.0,515.0,636.0
18,2019-12-18,301.0,2200.0,276.0,280.0,263.0
18,2019-12-19,314.0,2966.0,272.0,291.0,307.0
18,2019-12-21,609.0,871.0,662.0,682.0,599.0
18,2019-12-23,190.0,1422.0,198.0,203.0,202.0
18,2019-12-24,333.0,672.0,362.0,362.0,347.0
18,2019-12-26,279.0,1972.0,335.0,328.0,362.0
18,2019-12-27,472.0,2074.0,511.0,494.0,448.0
18,2019-12-28,50.0,98.0,211.0,177.0,85.0
18,2019-12-30,145.0,1303.0,90.0,103.0,125.0
18,2019-12-31,482.0,2165.0,483.0,494.0,477.0
18,2020-01-02,271.0,2062.0,274.0,282.0,422.0
18,2020-01-03,622.0,2872.0,487.0,504.0,584.0
18,2020-01-04,229.0,113.0,237.0,227.0,230.0
18,2020-01-07,257.0,915.0,279.0,272.0,216.0
18,2020-01-08,363.0,938.0,398.0,381.0,424.0
18,2020-01-09,470.0,957.0,463.0,466.0,456.0
18,2020-01-10,835.0,1007.0,1099.0,1013.0,859.0
18,2020-01-11,248.0,209.0,193.0,130.0,224.0
18,2020-01-14,747.0,859.0,788.0,775.0,724.0
18,2020-01-15,392.0,1257.0,286.0,274.0,239.0
18,2020-01-16,1061.0,687.0,1002.0,953.0,1081.0
18,2020-01-17,702.0,1528.0,551.0,607.0,945.0
18,2020-01-18,21.0,101.0,211.0,106.0,133.0
18,2020-01-20,245.0,1787.0,207.0,250.0,261.0
18,2020-01-21,380.0,1576.0,345.0,357.0,422.0
18,2020-01-22,245.0,1328.0,272.0,263.0,242.0
18,2020-01-23,519.0,1887.0,449.0,485.0,786.0
18,2020-01-24,399.0,2858.0,511.0,511.0,510.0
18,2020-01-25,315.0,510.0,368.0,390.0,389.0
18,2020-01-27,312.0,547.0,295.0,290.0,341.0
18,2020-01-28,415.0,1112.0,362.0,381.0,307.0
18,2020-01-29,240.0,1388.0,314.0,299.0,149.0
19,2019-11-15,291.0,3192.0,373.0,355.0,348.0
19,2019-11-16,435.0,481.0,347.0,357.0,423.0
19,2019-11-18,113.0,1726.0,144.0,128.0,134.0
19,2019-11-19,392.0,1525.0,420.0,417.0,380.0
19,2019-11-20,245.0,2091.0,258.0,257.0,308.0
19,2019-11-21,300.0,2253.0,268.0,271.0,246.0
19,2019-11-22,361.0,4151.0,427.0,384.0,383.0
19,2019-11-23,155.0,259.0,235.0,201.0,246.0
19,2019-11-25,196.0,1727.0,104.0,68.0,70.0
19,2019-11-26,233.0,1592.0,268.0,257.0,345.0
19,2019-11-27,270.0,2572.0,260.0,281.0,386.0
19,2019-11-28,245.0,2366.0,255.0,248.0,260.0
19,2019-11-29,406.0,4568.0,347.0,344.0,569.0
19,2019-11-30,290.0,351.0,300.0,298.0,315.0
19,2019-12-02,221.0,2091.0,179.0,170.0,86.0
19,2019-12-03,284.0,1782.0,242.0,252.0,248.0
19,2019-12-04,272.0,2916.0,254.0,250.0,306.0
19,2019-12-05,321.0,2428.0,320.0,304.0,266.0
19,2019-12-06,707.0,2805.0,962.0,911.0,875.0
19,2019-12-07,133.0,119.0,243.0,176.0,297.0
19,2019-12-09,221.0,1020.0,95.0,66.0,121.0
19,2019-12-10,379.0,510.0,439.0,418.0,415.0
19,2019-12-11,184.0,1265.0,243.0,202.0,383.0
19,2019-12-12,304.0,754.0,345.0,364.0,310.0
19,2019-12-13,561.0,1602.0,599.0,528.0,567.0
19,2019-12-14,44.0,116.0,115.0,37.0,121.0
19,2019-12-16,150.0,1333.0,75.0,108.0,89.0
19,2019-12-17,307.0,1491.0,295.0,296.0,308.0
19,2019-12-18,284.0,2017.0,332.0,319.0,375.0
19,2019-12-19,248.0,2510.0,242.0,269.0,320.0
19,2019-12-21,702.0,924.0,752.0,799.0,675.0
19,2019-12-23,129.0,1249.0,136.0,165.0,134.0
19,2019-12-24,233.0,524.0,270.0,277.0,322.0
19,2019-12-26,170.0,1579.0,182.0,160.0,214.0
19,2019-12-27,515.0,2134.0,581.0,519.0,531.0
19,2019-12-28,73.0,181.0,197.0,146.0,62.0
19,2019-12-30,145.0,1078.0,140.0,165.0,189.0
19,2019-12-31,560.0,1750.0,588.0,591.0,691.0
19,2020-01-02,301.0,1863.0,279.0,304.0,435.0
19,2020-01-03,478.0,2981.0,417.0,482.0,545.0
19,2020-01-04,220.0,228.0,230.0,181.0,313.0
19,2020-01-07,302.0,1018.0,239.0,231.0,363.0
19,2020-01-08,374.0,1131.0,288.0,271.0,342.0
19,2020-01-09,487.0,1028.0,509.0,530.0,531.0
19,2020-01-10,604.0,1510.0,623.0,580.0,499.0
19,2020-01-11,274.0,203.0,197.0,179.0,190.0
19,2020-01-14,413.0,774.0,395.0,388.0,402.0
19,2020-01-15,155.0,1336.0,273.0,253.0,268.0
19,2020-01-16,784.0,536.0,799.0,775.0,740.0
19,2020-01-17,530.0,1666.0,447.0,525.0,404.0
19,2020-01-18,33.0,195.0,186.0,101.0,169.0
19,2020-01-20,196.0,1541.0,180.0,202.0,169.0
19,2020-01-21,210.0,1236.0,264.0,246.0,266.0
19,2020-01-22,276.0,1328.0,297.0,285.0,273.0
19,2020-01-23,300.0,1610.0,395.0,443.0,627.0
19,2020-01-24,349.0,3019.0,342.0,354.0,396.0
19,2020-01-25,368.0,491.0,431.0,440.0,523.0
19,2020-01-27,256.0,474.0,243.0,237.0,270.0
19,2020-01-28,435.0,893.0,433.0,435.0,364.0
19,2020-01-29,210.0,1385.0,294.0,290.0,358.0
20,2019-11-15,236.0,1809.0,253.0,252.0,254.0
20,2019-11-16,29.0,149.0,40.0,42.0,9.0
20,2019-11-18,224.0,1982.0,242.0,238.0,278.0
20,2019-11-19,153.0,1408.0,170.0,167.0,151.0
20,2019-11-20,210.0,1972.0,221.0,224.0,227.0
20,2019-11-21,128.0,1560.0,122.0,128.0,122.0
20,2019-11-22,226.0,2972.0,235.0,236.0,239.0
20,2019-11-25,245.0,2185.0,220.0,222.0,252.0
20,2019-11-26,159.0,1314.0,151.0,149.0,181.0
20,2019-11-27,231.0,2143.0,246.0,236.0,238.0
20,2019-11-28,148.0,1544.0,134.0,147.0,152.0
20,2019-11-29,304.0,2846.0,316.0,319.0,336.0
20,2019-11-30,57.0,198.0,33.0,41.0,32.0
20,2019-12-02,253.0,2150.0,252.0,251.0,284.0
20,2019-12-03,225.0,1526.0,227.0,234.0,216.0
20,2019-12-04,241.0,2525.0,292.0,284.0,317.0
20,2019-12-05,238.0,994.0,252.0,254.0,254.0
20,2019-12-06,173.0,1954.0,202.0,179.0,223.0
20,2019-12-09,185.0,923.0,168.0,182.0,190.0
20,2019-12-10,148.0,583.0,149.0,136.0,147.0
20,2019-12-11,318.0,879.0,308.0,315.0,303.0
20,2019-12-12,145.0,380.0,163.0,159.0,156.0
20,2019-12-13,339.0,937.0,365.0,365.0,371.0
20,2019-12-16,223.0,1035.0,252.0,246.0,242.0
20,2019-12-17,151.0,860.0,130.0,132.0,129.0
20,2019-12-18,199.0,1719.0,243.0,237.0,255.0
20,2019-12-19,140.0,1005.0,167.0,161.0,227.0
20,2019-12-20,306.0,1889.0,315.0,317.0,315.0
20,2019-12-21,15.0,142.0,50.0,38.0,24.0
20,2019-12-23,291.0,696.0,271.0,275.0,265.0
20,2019-12-24,141.0,740.0,119.0,132.0,139.0
20,2019-12-26,142.0,899.0,154.0,146.0,164.0
20,2019-12-27,305.0,1337.0,303.0,305.0,292.0
20,2019-12-30,298.0,1479.0,251.0,248.0,256.0
20,2019-12-31,221.0,1240.0,218.0,229.0,199.0
20,2020-01-02,253.0,1604.0,260.0,259.0,222.0
20,2020-01-03,331.0,2097.0,371.0,366.0,389.0
20,2020-01-04,26.0,154.0,53.0,46.0,22.0
20,2020-01-07,284.0,841.0,243.0,247.0,239.0
20,2020-01-08,284.0,908.0,302.0,292.0,272.0
20,2020-01-09,175.0,843.0,246.0,240.0,238.0
20,2020-01-10,336.0,764.0,314.0,319.0,273.0
20,2020-01-11,36.0,184.0,68.0,60.0,35.0
20,2020-01-13,331.0,870.0,339.0,344.0,361.0
20,2020-01-14,239.0,623.0,299.0,270.0,317.0
