predictions,producto,predictions_SMAX,predictions_SVR,predictions_XGB,predictions_XG2,predictions_STCK2,predictions_LSTM
0.0,2,16655.0,2229.0,1291.0,337.0,1207.0,1243.0
0.0,3,18183.0,2783.0,2897.0,2800.0,2840.0,2459.0
0.0,3,18217.0,2783.0,1662.0,965.0,1241.0,1353.0
0.0,3,16395.0,2783.0,2306.0,2287.0,1909.0,2215.0
0.0,3,19585.0,2783.0,2287.0,2146.0,1791.0,2052.0
0.0,3,16654.0,2783.0,1828.0,421.0,1370.0,1736.0
0.0,3,14780.0,2783.0,2356.0,724.0,2190.0,2582.0
0.0,3,18466.0,2783.0,2446.0,3056.0,2248.0,2792.0
0.0,3,18021.0,2783.0,1583.0,1260.0,1057.0,1491.0
0.0,3,16412.0,2783.0,2243.0,1968.0,1760.0,1703.0
0.0,3,19588.0,2783.0,2060.0,1944.0,1538.0,1536.0
0.0,3,16655.0,2783.0,1811.0,1649.0,1279.0,1387.0
0.0,3,14780.0,2783.0,2515.0,1983.0,2325.0,2551.0
0.0,3,18466.0,2783.0,2654.0,2356.0,2542.0,3132.0
0.0,3,18021.0,2783.0,1319.0,747.0,925.0,1141.0
0.0,3,16597.0,2783.0,2302.0,2030.0,1840.0,2474.0
0.0,3,19773.0,2783.0,2556.0,2426.0,2357.0,2950.0
0.0,3,16840.0,2783.0,2031.0,3010.0,1952.0,2434.0
0.0,3,14965.0,2783.0,3035.0,4130.0,3224.0,3637.0
0.0,3,14397.0,2783.0,1550.0,887.0,1234.0,1324.0
0.0,3,18205.0,2783.0,1147.0,584.0,744.0,1506.0
0.0,3,12455.0,2783.0,1582.0,1260.0,805.0,1790.0
0.0,3,19884.0,2783.0,2470.0,2730.0,2049.0,2713.0
0.0,3,16951.0,2783.0,1610.0,1703.0,1164.0,1393.0
0.0,3,15077.0,2783.0,2656.0,2216.0,2647.0,3230.0
0.0,3,18762.0,2783.0,2740.0,2427.0,2581.0,3614.0
0.0,3,18317.0,2783.0,1158.0,747.0,541.0,818.0
0.0,3,16412.0,2783.0,2466.0,2333.0,2298.0,2783.0
0.0,3,19588.0,2783.0,2165.0,1867.0,1682.0,1767.0
0.0,3,16655.0,2783.0,1793.0,63.0,1167.0,1404.0
0.0,3,14780.0,2783.0,2961.0,3359.0,2969.0,3424.0
0.0,3,18466.0,2783.0,2388.0,2170.0,2262.0,2472.0
0.0,3,18021.0,2783.0,1087.0,280.0,366.0,814.0
0.0,3,16412.0,2783.0,2427.0,2683.0,2143.0,2854.0
0.0,3,19588.0,2783.0,1383.0,71.0,841.0,505.0
0.0,3,12402.0,2783.0,699.0,304.0,0.0,0.0
0.0,3,14780.0,2783.0,2430.0,1354.0,2183.0,2420.0
0.0,3,18466.0,2783.0,1852.0,1774.0,1523.0,1690.0
0.0,3,18021.0,2783.0,962.0,1975.0,244.0,102.0
0.0,3,16412.0,2783.0,1795.0,607.0,1611.0,1910.0
0.0,3,19588.0,2783.0,1554.0,1587.0,978.0,1531.0
0.0,3,12150.0,2783.0,741.0,133.0,0.0,0.0
0.0,3,14529.0,2783.0,2481.0,2146.0,2386.0,2558.0
0.0,3,18215.0,2783.0,2635.0,3243.0,2533.0,3318.0
0.0,3,17769.0,2783.0,1113.0,747.0,690.0,586.0
0.0,3,12344.0,2783.0,982.0,0.0,332.0,270.0
0.0,3,19773.0,2783.0,1342.0,0.0,1229.0,1972.0
0.0,3,16840.0,2783.0,1217.0,141.0,860.0,1606.0
0.0,3,14965.0,2783.0,2264.0,3079.0,2453.0,2508.0
0.0,3,18651.0,2783.0,2271.0,2543.0,2445.0,2726.0
0.0,3,18205.0,2783.0,1214.0,351.0,793.0,1640.0
0.0,3,16709.0,2783.0,1921.0,1315.0,1654.0,1809.0
0.0,3,19884.0,2783.0,1898.0,1222.0,1673.0,2384.0
0.0,3,16951.0,2783.0,1593.0,420.0,1291.0,1651.0
0.0,3,15077.0,2783.0,2905.0,2846.0,2890.0,3061.0
0.0,3,18762.0,2783.0,2986.0,2800.0,3071.0,2814.0
0.0,3,18317.0,2783.0,1267.0,374.0,808.0,1035.0
0.0,3,16412.0,2783.0,1894.0,802.0,1410.0,1729.0
0.0,3,19588.0,2783.0,2002.0,1408.0,1619.0,1547.0
0.0,3,16655.0,2783.0,1609.0,1890.0,1117.0,988.0
0.0,3,14780.0,2783.0,2390.0,2473.0,2070.0,2015.0
0.0,3,18466.0,2783.0,2548.0,2497.0,2352.0,2568.0
0.0,3,18021.0,2783.0,1119.0,1315.0,491.0,797.0
0.0,3,16412.0,2783.0,1835.0,3453.0,1319.0,1787.0
0.0,3,19588.0,2783.0,2247.0,1703.0,1749.0,1894.0
0.0,3,16655.0,2783.0,2051.0,2147.0,1620.0,2203.0
0.0,4,18183.0,2770.0,4798.0,3265.0,4802.0,4793.0
0.0,4,18217.0,2452.0,2868.0,2281.0,2682.0,2802.0
0.0,4,16395.0,3765.0,4642.0,3706.0,4723.0,3556.0
0.0,4,19585.0,2977.0,4768.0,2814.0,4998.0,4162.0
0.0,4,16654.0,3169.0,3762.0,3160.0,4025.0,3285.0
0.0,4,14780.0,3415.0,5831.0,5387.0,4354.0,4330.0
0.0,4,18466.0,3314.0,4660.0,4940.0,3846.0,4163.0
0.0,4,18021.0,2496.0,2925.0,2423.0,2382.0,2976.0
0.0,4,16412.0,3263.0,4248.0,2010.0,4011.0,3105.0
0.0,4,19588.0,2700.0,4678.0,4897.0,2671.0,3416.0
0.0,4,16655.0,2906.0,4029.0,4608.0,3968.0,2931.0
0.0,4,14780.0,3596.0,5755.0,9532.0,4192.0,4628.0
0.0,4,18466.0,3943.0,5742.0,9553.0,4965.0,5211.0
0.0,4,18021.0,2511.0,2872.0,2430.0,2775.0,2789.0
0.0,4,16597.0,3150.0,4362.0,4491.0,4731.0,3465.0
0.0,4,19773.0,3452.0,4825.0,4122.0,5113.0,3983.0
0.0,4,16840.0,4012.0,4126.0,4816.0,6030.0,4561.0
0.0,4,14965.0,3703.0,6337.0,2609.0,6629.0,4862.0
0.0,4,14397.0,2452.0,3221.0,2994.0,2311.0,1939.0
0.0,4,18205.0,2455.0,2273.0,1284.0,1861.0,1867.0
0.0,4,12455.0,2603.0,2346.0,1758.0,2207.0,2144.0
0.0,4,19884.0,2836.0,4456.0,3857.0,4630.0,3661.0
0.0,4,16951.0,2499.0,3871.0,3189.0,2847.0,2769.0
0.0,4,15077.0,3452.0,4804.0,3265.0,4351.0,4626.0
0.0,4,18762.0,3444.0,4810.0,3671.0,4648.0,4482.0
0.0,4,18317.0,2452.0,2106.0,1561.0,1627.0,1905.0
0.0,4,16412.0,3591.0,4688.0,4596.0,4638.0,3515.0
0.0,4,19588.0,3235.0,5083.0,3593.0,4552.0,3944.0
0.0,4,16655.0,3651.0,4419.0,4790.0,4108.0,3557.0
0.0,4,14780.0,3762.0,6184.0,2866.0,5275.0,4678.0
0.0,4,18466.0,3450.0,5236.0,5244.0,4314.0,4172.0
0.0,4,18021.0,2452.0,2324.0,1884.0,1786.0,2488.0
0.0,4,16412.0,3741.0,4860.0,7912.0,4606.0,3561.0
0.0,4,19588.0,3038.0,4566.0,3665.0,3989.0,3282.0
0.0,4,12402.0,2452.0,2115.0,1733.0,746.0,1164.0
0.0,4,14780.0,4017.0,6299.0,3016.0,5440.0,4901.0
0.0,4,18466.0,3364.0,4379.0,4283.0,3391.0,4024.0
0.0,4,18021.0,2452.0,2305.0,1167.0,1576.0,2532.0
0.0,4,16412.0,3101.0,3937.0,4514.0,3677.0,3625.0
0.0,4,19588.0,2452.0,3768.0,3160.0,3259.0,2743.0
0.0,4,12150.0,2452.0,591.0,0.0,0.0,0.0
0.0,4,14529.0,3465.0,3711.0,4797.0,3584.0,3900.0
0.0,4,18215.0,3679.0,3656.0,1976.0,3735.0,4203.0
0.0,4,17769.0,2452.0,1700.0,2576.0,1345.0,1630.0
0.0,4,12344.0,2452.0,985.0,1828.0,663.0,772.0
0.0,4,19773.0,2452.0,2815.0,2454.0,2343.0,3414.0
0.0,4,16840.0,2452.0,1724.0,1989.0,1328.0,2540.0
0.0,4,14965.0,3677.0,4864.0,6388.0,4490.0,4631.0
0.0,4,18651.0,3783.0,4415.0,4213.0,4941.0,4731.0
0.0,4,18205.0,2452.0,1930.0,2187.0,1779.0,2405.0
0.0,4,16709.0,2979.0,3021.0,2938.0,3036.0,2780.0
0.0,4,19884.0,2965.0,4274.0,2203.0,3140.0,3452.0
0.0,4,16951.0,2452.0,2280.0,2683.0,1429.0,1717.0
0.0,4,15077.0,3891.0,6067.0,4449.0,5645.0,4745.0
0.0,4,18762.0,3683.0,5199.0,3401.0,5484.0,4288.0
0.0,4,18317.0,2452.0,2149.0,2034.0,1752.0,1589.0
0.0,4,16412.0,3853.0,3503.0,1977.0,4047.0,2732.0
0.0,4,19588.0,3009.0,3973.0,3042.0,3754.0,3155.0
0.0,4,16655.0,2772.0,2999.0,2858.0,3078.0,2510.0
0.0,4,14780.0,3927.0,6221.0,2994.0,4822.0,4318.0
0.0,4,18466.0,4252.0,5957.0,6950.0,5253.0,5380.0
0.0,4,18021.0,2452.0,2139.0,2353.0,1277.0,1785.0
0.0,4,16412.0,3186.0,3912.0,7341.0,3197.0,2729.0
0.0,4,19588.0,3192.0,4463.0,3323.0,4243.0,3850.0
0.0,4,16655.0,3306.0,3883.0,3515.0,3910.0,3217.0
0.0,5,18183.0,1800.0,1844.0,2050.0,1840.0,1881.0
0.0,5,18217.0,1768.0,1750.0,1711.0,1889.0,1727.0
0.0,5,16395.0,2127.0,2117.0,1978.0,2012.0,2145.0
0.0,5,19585.0,2169.0,2227.0,2368.0,2094.0,2027.0
0.0,5,16654.0,2229.0,2255.0,2075.0,2117.0,2282.0
0.0,5,14780.0,2272.0,2263.0,2358.0,2340.0,2175.0
0.0,5,18466.0,1844.0,1881.0,2160.0,1822.0,1923.0
0.0,5,18021.0,1768.0,1831.0,1882.0,1891.0,1742.0
0.0,5,16412.0,2046.0,2096.0,2229.0,1969.0,1985.0
0.0,5,19588.0,2175.0,2165.0,2884.0,2153.0,2122.0
0.0,5,16655.0,2337.0,2254.0,2185.0,2158.0,2339.0
0.0,5,14780.0,2168.0,2204.0,2322.0,2301.0,2194.0
0.0,5,18466.0,2384.0,2336.0,2466.0,2280.0,2283.0
0.0,5,18021.0,1768.0,1756.0,1990.0,1818.0,1739.0
0.0,5,16597.0,2287.0,2216.0,2107.0,2267.0,2385.0
0.0,5,19773.0,2307.0,2307.0,2346.0,2306.0,2301.0
0.0,5,16840.0,2592.0,2588.0,2508.0,2627.0,2617.0
0.0,5,14965.0,2202.0,2144.0,1439.0,2266.0,2074.0
0.0,5,14397.0,1768.0,298.0,1.0,334.0,191.0
0.0,5,18205.0,1768.0,1955.0,1931.0,1871.0,1797.0
0.0,5,12455.0,1768.0,602.0,143.0,707.0,413.0
0.0,5,19884.0,2136.0,2180.0,2240.0,1980.0,2387.0
0.0,5,16951.0,2396.0,2401.0,2365.0,2139.0,2568.0
0.0,5,15077.0,2030.0,1999.0,1842.0,2073.0,2268.0
0.0,5,18762.0,1768.0,1766.0,1733.0,1741.0,2091.0
0.0,5,18317.0,1768.0,1745.0,1615.0,1876.0,1757.0
0.0,5,16412.0,1996.0,2066.0,2439.0,1905.0,2048.0
0.0,5,19588.0,2070.0,2144.0,1439.0,2038.0,1975.0
0.0,5,16655.0,2322.0,2191.0,2173.0,1999.0,2222.0
0.0,5,14780.0,2179.0,2153.0,2253.0,2261.0,2292.0
0.0,5,18466.0,1768.0,1856.0,1772.0,1773.0,1888.0
0.0,5,18021.0,1768.0,1813.0,1724.0,1808.0,1674.0
0.0,5,16412.0,1914.0,1911.0,1901.0,1871.0,1827.0
0.0,5,19588.0,1908.0,1912.0,1744.0,1815.0,1763.0
0.0,5,12402.0,1768.0,261.0,53.0,510.0,178.0
0.0,5,14780.0,1820.0,1869.0,1870.0,1946.0,1841.0
0.0,5,18466.0,1768.0,1527.0,1955.0,1316.0,1693.0
0.0,5,18021.0,1768.0,1484.0,1304.0,1398.0,1863.0
0.0,5,16412.0,1768.0,1437.0,1262.0,1381.0,1396.0
0.0,5,19588.0,1768.0,1538.0,1525.0,1447.0,1623.0
0.0,5,12150.0,1768.0,234.0,237.0,86.0,340.0
0.0,5,14529.0,1951.0,1941.0,1687.0,2030.0,2524.0
0.0,5,18215.0,2174.0,2010.0,1861.0,2148.0,2371.0
0.0,5,17769.0,1768.0,1639.0,1485.0,1724.0,1910.0
0.0,5,12344.0,1768.0,191.0,1.0,565.0,393.0
0.0,5,19773.0,1797.0,1828.0,1548.0,1880.0,2436.0
0.0,5,16840.0,1768.0,1646.0,1539.0,1773.0,2524.0
0.0,5,14965.0,2400.0,2311.0,2039.0,2430.0,2656.0
0.0,5,18651.0,2746.0,2796.0,2966.0,3068.0,2975.0
0.0,5,18205.0,2173.0,2021.0,1842.0,2122.0,2022.0
0.0,5,16709.0,1768.0,1724.0,1628.0,1663.0,1875.0
0.0,5,19884.0,2383.0,2153.0,2253.0,2531.0,2591.0
0.0,5,16951.0,1883.0,1574.0,1616.0,2070.0,1846.0
0.0,5,15077.0,2410.0,2216.0,2107.0,2538.0,2020.0
0.0,5,18762.0,2793.0,2852.0,2577.0,3037.0,2690.0
0.0,5,18317.0,2175.0,1999.0,1842.0,2058.0,1783.0
0.0,5,16412.0,1768.0,1602.0,1312.0,1623.0,1290.0
0.0,5,19588.0,2378.0,2292.0,2201.0,2287.0,1967.0
0.0,5,16655.0,2250.0,2321.0,2614.0,2300.0,2147.0
0.0,5,14780.0,2427.0,2276.0,2139.0,2345.0,2249.0
0.0,5,18466.0,2668.0,2377.0,2237.0,2230.0,2273.0
0.0,5,18021.0,1843.0,1728.0,1385.0,1922.0,1820.0
0.0,5,16412.0,1768.0,1435.0,1373.0,1430.0,1657.0
0.0,5,19588.0,2249.0,2227.0,2337.0,2117.0,1944.0
0.0,5,16655.0,2513.0,2404.0,2578.0,1964.0,2177.0
0.0,9,18183.0,2403.0,1150.0,781.0,1426.0,1377.0
0.0,9,18217.0,2403.0,518.0,716.0,505.0,541.0
0.0,9,16395.0,2403.0,1488.0,444.0,1420.0,1930.0
0.0,9,19585.0,2403.0,991.0,483.0,964.0,644.0
0.0,9,16654.0,2403.0,731.0,812.0,773.0,837.0
0.0,9,17968.0,2403.0,1381.0,325.0,1299.0,1693.0
0.0,9,23131.0,7650.0,9597.0,10661.0,20747.0,14489.0
0.0,9,22685.0,3405.0,1458.0,1447.0,6518.0,5989.0
0.0,9,21077.0,5416.0,5880.0,6835.0,10724.0,9214.0
0.0,9,19588.0,2403.0,2337.0,1913.0,605.0,407.0
0.0,9,16655.0,2403.0,2057.0,1493.0,0.0,1082.0
0.0,9,14780.0,2450.0,2331.0,1400.0,2562.0,1041.0
0.0,9,18466.0,4697.0,5768.0,7255.0,5092.0,1587.0
0.0,9,18021.0,2403.0,1076.0,677.0,282.0,397.0
0.0,9,16597.0,2403.0,1346.0,584.0,1688.0,1386.0
0.0,9,19773.0,2403.0,1282.0,975.0,2010.0,841.0
0.0,9,16840.0,2403.0,1892.0,1587.0,2349.0,1497.0
0.0,9,14965.0,2403.0,2127.0,2916.0,1773.0,1493.0
0.0,9,14397.0,2704.0,3280.0,1517.0,2591.0,1632.0
0.0,9,18205.0,2403.0,1760.0,1760.0,1705.0,1159.0
0.0,9,12455.0,2403.0,1062.0,1074.0,737.0,1073.0
0.0,9,19884.0,2403.0,708.0,208.0,1280.0,770.0
0.0,9,16951.0,2403.0,1789.0,1050.0,1070.0,858.0
0.0,9,15077.0,2403.0,2033.0,1867.0,1415.0,1427.0
0.0,9,18762.0,3268.0,3330.0,3219.0,3191.0,2610.0
0.0,9,18317.0,2403.0,1679.0,1348.0,1667.0,1176.0
0.0,9,16412.0,2403.0,1362.0,1167.0,795.0,1529.0
0.0,9,19588.0,2403.0,1221.0,1284.0,2423.0,921.0
0.0,9,16655.0,2403.0,1629.0,1773.0,1852.0,816.0
0.0,9,14780.0,2403.0,1739.0,584.0,1667.0,1130.0
0.0,9,18466.0,2403.0,1126.0,397.0,1361.0,1095.0
0.0,9,18021.0,2403.0,471.0,65.0,349.0,476.0
0.0,9,16412.0,2403.0,1867.0,1913.0,2272.0,2178.0
0.0,9,19588.0,2403.0,586.0,449.0,905.0,473.0
0.0,9,12402.0,2403.0,556.0,257.0,0.0,106.0
0.0,9,14780.0,2403.0,1838.0,2053.0,1763.0,1744.0
0.0,9,18466.0,2403.0,843.0,561.0,1154.0,1012.0
0.0,9,18021.0,2403.0,402.0,24.0,446.0,282.0
0.0,9,21077.0,2403.0,2359.0,2776.0,2325.0,2031.0
0.0,9,24252.0,2403.0,1059.0,1634.0,722.0,394.0
0.0,9,16815.0,2403.0,562.0,335.0,0.0,0.0
0.0,9,19194.0,2403.0,1753.0,1071.0,2220.0,2138.0
0.0,9,18215.0,2403.0,1049.0,794.0,1120.0,1352.0
0.0,9,17769.0,2403.0,338.0,47.0,573.0,351.0
0.0,9,12344.0,2403.0,773.0,467.0,1625.0,551.0
0.0,9,19773.0,2403.0,0.0,52.0,677.0,734.0
0.0,9,16840.0,2403.0,18.0,104.0,681.0,525.0
0.0,9,14965.0,2403.0,1358.0,980.0,1680.0,1643.0
0.0,9,18651.0,2403.0,1214.0,1234.0,1507.0,1227.0
0.0,9,18205.0,2403.0,547.0,400.0,645.0,741.0
0.0,9,16709.0,2403.0,1477.0,1470.0,1739.0,1633.0
0.0,9,19884.0,2403.0,528.0,1253.0,1137.0,996.0
0.0,9,16951.0,2403.0,176.0,182.0,641.0,224.0
0.0,9,15077.0,2403.0,2434.0,2453.0,2573.0,2379.0
0.0,9,18762.0,2403.0,1668.0,1424.0,1473.0,1089.0
0.0,9,18317.0,2403.0,471.0,65.0,526.0,362.0
0.0,9,16412.0,2403.0,1439.0,1214.0,1462.0,1383.0
0.0,9,19588.0,2403.0,546.0,400.0,1059.0,508.0
0.0,9,16655.0,2403.0,292.0,0.0,527.0,494.0
0.0,9,14780.0,2404.0,2527.0,3188.0,2563.0,2223.0
0.0,9,18466.0,2403.0,1416.0,1540.0,1630.0,1241.0
0.0,9,18021.0,2403.0,302.0,0.0,440.0,253.0
0.0,9,16412.0,2403.0,1521.0,1843.0,1604.0,1315.0
0.0,9,19588.0,2403.0,786.0,1284.0,1038.0,872.0
0.0,9,19842.0,2403.0,434.0,413.0,881.0,319.0
0.0,10,22848.0,1882.0,2246.0,1029.0,2320.0,2584.0
0.0,10,22882.0,1428.0,52.0,0.0,177.0,32.0
0.0,10,21060.0,1428.0,1285.0,1222.0,1057.0,1226.0
