predictions,producto,predictions_SMAX,predictions_SVR,predictions_XGB,predictions_XG2,predictions_STCK2,predictions_LSTM
0.0,21,15077.0,933.0,906.0,726.0,906.0,991.0
0.0,21,18762.0,935.0,942.0,983.0,925.0,996.0
0.0,21,18317.0,933.0,779.0,562.0,710.0,671.0
0.0,21,16412.0,933.0,679.0,409.0,625.0,628.0
0.0,21,19588.0,933.0,757.0,328.0,690.0,669.0
0.0,21,16655.0,948.0,961.0,1014.0,951.0,898.0
0.0,21,14780.0,951.0,937.0,947.0,907.0,922.0
0.0,21,18466.0,933.0,836.0,854.0,794.0,846.0
0.0,21,18021.0,933.0,779.0,542.0,709.0,726.0
0.0,21,16412.0,933.0,711.0,713.0,635.0,625.0
0.0,21,19588.0,933.0,749.0,697.0,683.0,653.0
0.0,21,12402.0,933.0,258.0,1.0,83.0,0.0
0.0,21,14780.0,933.0,900.0,675.0,880.0,794.0
0.0,21,18466.0,933.0,723.0,646.0,715.0,776.0
0.0,21,18021.0,933.0,744.0,827.0,698.0,865.0
0.0,21,16412.0,933.0,651.0,220.0,599.0,530.0
0.0,21,19588.0,933.0,735.0,790.0,660.0,840.0
0.0,21,12150.0,933.0,293.0,65.0,61.0,137.0
0.0,21,14529.0,945.0,937.0,922.0,909.0,980.0
0.0,21,18215.0,1039.0,1005.0,919.0,1007.0,1061.0
0.0,21,17769.0,933.0,824.0,716.0,779.0,936.0
0.0,21,12344.0,933.0,452.0,170.0,183.0,0.0
0.0,21,19773.0,933.0,793.0,694.0,740.0,847.0
0.0,21,16840.0,933.0,749.0,717.0,705.0,1146.0
0.0,21,14965.0,1166.0,1051.0,1248.0,1130.0,1323.0
0.0,21,18651.0,1246.0,1089.0,1138.0,1182.0,1184.0
0.0,21,18205.0,933.0,920.0,929.0,929.0,884.0
0.0,21,16709.0,933.0,717.0,732.0,655.0,751.0
0.0,21,19884.0,933.0,819.0,727.0,796.0,799.0
0.0,21,16951.0,933.0,793.0,619.0,730.0,695.0
0.0,21,15077.0,1003.0,1020.0,1090.0,1019.0,985.0
0.0,21,18762.0,1039.0,1053.0,1049.0,1049.0,1054.0
0.0,21,18317.0,933.0,835.0,860.0,780.0,782.0
0.0,21,16412.0,933.0,571.0,646.0,473.0,586.0
0.0,21,19588.0,933.0,750.0,329.0,687.0,699.0
0.0,21,16655.0,933.0,807.0,806.0,747.0,785.0
0.0,21,14780.0,1011.0,1004.0,1026.0,983.0,1004.0
0.0,21,18466.0,1043.0,1061.0,1285.0,1043.0,1094.0
0.0,21,18021.0,933.0,812.0,841.0,752.0,795.0
0.0,21,16412.0,933.0,569.0,646.0,501.0,606.0
0.0,21,19588.0,933.0,743.0,866.0,688.0,703.0
0.0,21,16655.0,933.0,918.0,895.0,895.0,891.0
0.0,23,22848.0,1303.0,1327.0,1478.0,1283.0,1324.0
0.0,23,22882.0,902.0,0.0,1.0,4.0,0.0
0.0,23,21060.0,1415.0,1408.0,1305.0,1386.0,1293.0
0.0,23,24249.0,902.0,907.0,921.0,943.0,789.0
0.0,23,21319.0,1346.0,1343.0,1344.0,1342.0,1171.0
0.0,23,19445.0,902.0,786.0,775.0,770.0,743.0
0.0,23,23131.0,1296.0,1259.0,1225.0,1269.0,1264.0
0.0,23,22685.0,902.0,0.0,1.0,0.0,10.0
0.0,23,21077.0,1390.0,1393.0,1300.0,1389.0,1495.0
0.0,23,24252.0,902.0,945.0,1242.0,902.0,900.0
0.0,23,21320.0,1387.0,1445.0,1361.0,1486.0,1558.0
0.0,23,19445.0,906.0,946.0,862.0,908.0,832.0
0.0,23,23131.0,1547.0,1800.0,1895.0,1746.0,1809.0
0.0,23,22685.0,902.0,23.0,27.0,0.0,0.0
0.0,23,21262.0,1427.0,1572.0,1726.0,1574.0,1272.0
0.0,23,24437.0,958.0,1006.0,808.0,1085.0,1036.0
0.0,23,21504.0,1529.0,1671.0,1539.0,1639.0,1582.0
0.0,23,19630.0,1132.0,1189.0,1153.0,1170.0,1143.0
0.0,23,19062.0,902.0,736.0,736.0,612.0,395.0
0.0,23,22870.0,902.0,11.0,2.0,0.0,61.0
0.0,23,17120.0,902.0,648.0,729.0,655.0,838.0
0.0,23,24549.0,902.0,874.0,923.0,883.0,1059.0
0.0,23,21616.0,1350.0,1407.0,1451.0,1244.0,1494.0
0.0,23,19741.0,902.0,876.0,876.0,877.0,929.0
0.0,23,23427.0,1220.0,1280.0,1120.0,1227.0,1520.0
0.0,23,22981.0,902.0,0.0,2.0,0.0,0.0
0.0,23,21077.0,1332.0,1306.0,1297.0,1342.0,1403.0
0.0,23,24252.0,902.0,848.0,901.0,866.0,739.0
0.0,23,21320.0,1364.0,1412.0,1276.0,1414.0,1228.0
0.0,23,19445.0,902.0,913.0,702.0,914.0,796.0
0.0,23,23131.0,1200.0,1134.0,1242.0,1180.0,1141.0
0.0,23,22685.0,902.0,0.0,18.0,0.0,7.0
0.0,23,21077.0,1274.0,1261.0,1325.0,1226.0,1251.0
0.0,23,24252.0,902.0,651.0,798.0,688.0,611.0
0.0,23,17066.0,902.0,176.0,431.0,180.0,32.0
0.0,23,19445.0,902.0,686.0,393.0,849.0,865.0
0.0,23,23131.0,979.0,871.0,957.0,1032.0,1141.0
0.0,23,22685.0,902.0,11.0,2.0,37.0,73.0
0.0,23,21077.0,1081.0,1073.0,1295.0,1048.0,1249.0
0.0,23,24252.0,902.0,605.0,746.0,614.0,742.0
0.0,23,16815.0,902.0,87.0,41.0,0.0,0.0
0.0,23,19194.0,902.0,744.0,775.0,781.0,1025.0
0.0,23,22879.0,1498.0,1554.0,1595.0,1563.0,1842.0
0.0,23,22434.0,902.0,162.0,488.0,128.0,92.0
0.0,23,17008.0,902.0,454.0,265.0,345.0,174.0
0.0,23,24437.0,902.0,761.0,817.0,785.0,1273.0
0.0,23,21504.0,1245.0,1165.0,1285.0,1331.0,1774.0
0.0,23,19630.0,2403.0,1515.0,1417.0,1578.0,1777.0
0.0,23,23315.0,3705.0,2007.0,1885.0,2136.0,1759.0
0.0,23,22870.0,2337.0,473.0,166.0,467.0,180.0
0.0,23,21373.0,10276.0,1840.0,1885.0,2230.0,2077.0
0.0,23,24549.0,10727.0,1528.0,1396.0,1812.0,1220.0
0.0,23,21616.0,15179.0,1751.0,1655.0,2126.0,1428.0
0.0,23,19741.0,16237.0,1856.0,1885.0,1996.0,1242.0
0.0,23,23427.0,13761.0,1986.0,1885.0,2162.0,1201.0
0.0,23,22981.0,12054.0,445.0,477.0,510.0,21.0
0.0,23,21077.0,10225.0,1799.0,1895.0,1831.0,1065.0
0.0,23,24252.0,5310.0,1488.0,1563.0,1642.0,768.0
0.0,23,21320.0,2703.0,1832.0,1885.0,1654.0,820.0
0.0,23,19445.0,1408.0,1420.0,1437.0,1408.0,951.0
0.0,23,23131.0,1705.0,1470.0,1473.0,1401.0,1220.0
0.0,23,22685.0,902.0,97.0,56.0,246.0,190.0
0.0,23,21077.0,1777.0,1643.0,1423.0,1453.0,1433.0
0.0,23,24252.0,1480.0,1352.0,1330.0,1521.0,835.0
0.0,23,21320.0,2523.0,1750.0,1655.0,1623.0,1179.0
0.0,24,18183.0,1348.0,1616.0,1675.0,1473.0,1521.0
0.0,24,18217.0,1130.0,830.0,792.0,811.0,734.0
0.0,24,16395.0,1474.0,1691.0,1581.0,1654.0,1607.0
0.0,24,19585.0,1289.0,1209.0,1121.0,986.0,1137.0
0.0,24,16654.0,1457.0,1665.0,1445.0,1614.0,1754.0
0.0,24,17968.0,1398.0,1480.0,1432.0,1458.0,1524.0
0.0,24,23131.0,1376.0,1575.0,1659.0,1553.0,1683.0
0.0,24,22685.0,1122.0,865.0,985.0,839.0,900.0
0.0,24,21077.0,1497.0,1578.0,1662.0,1555.0,1626.0
0.0,24,24252.0,1286.0,1114.0,1484.0,1009.0,1243.0
0.0,24,21320.0,1488.0,1595.0,1902.0,1591.0,1777.0
0.0,24,19445.0,1398.0,1361.0,1174.0,1375.0,1562.0
0.0,24,23131.0,1495.0,1674.0,1569.0,1690.0,1881.0
0.0,24,22685.0,1115.0,858.0,819.0,792.0,897.0
0.0,24,21262.0,1479.0,1523.0,1562.0,1593.0,1721.0
0.0,24,24437.0,1341.0,1493.0,1447.0,1444.0,1622.0
0.0,24,21504.0,1466.0,1703.0,1581.0,1857.0,2038.0
0.0,24,19630.0,1375.0,1577.0,1639.0,1660.0,1714.0
0.0,24,19062.0,1253.0,967.0,886.0,1044.0,1057.0
0.0,24,18205.0,1144.0,974.0,947.0,880.0,1193.0
0.0,24,12455.0,1325.0,1341.0,1574.0,1346.0,662.0
0.0,24,19884.0,1326.0,1235.0,1571.0,1059.0,1423.0
0.0,24,16951.0,1477.0,1640.0,1513.0,1699.0,1827.0
0.0,24,15077.0,1393.0,1448.0,1633.0,1344.0,1566.0
0.0,24,18762.0,1328.0,1353.0,1231.0,1214.0,1637.0
0.0,24,18317.0,1087.0,880.0,873.0,849.0,735.0
0.0,24,16412.0,1416.0,1504.0,1056.0,1495.0,1613.0
0.0,24,19588.0,1340.0,1273.0,1365.0,1167.0,1314.0
0.0,24,16655.0,1484.0,1693.0,1581.0,1748.0,1844.0
0.0,24,14780.0,1402.0,1472.0,1591.0,1468.0,1554.0
0.0,24,18466.0,1333.0,1381.0,1497.0,1243.0,1566.0
0.0,24,18021.0,1104.0,879.0,797.0,827.0,815.0
0.0,24,16412.0,1397.0,1432.0,1372.0,1331.0,1252.0
0.0,24,19588.0,1339.0,1135.0,1776.0,1001.0,1209.0
0.0,24,15589.0,1281.0,1188.0,1378.0,1197.0,726.0
0.0,24,19445.0,1432.0,1428.0,1237.0,1412.0,1613.0
0.0,24,23131.0,1332.0,1288.0,1415.0,1181.0,1425.0
0.0,24,22685.0,1033.0,859.0,803.0,838.0,1040.0
0.0,24,21077.0,1413.0,1434.0,1384.0,1303.0,1641.0
0.0,24,24252.0,1380.0,1309.0,345.0,1263.0,1596.0
0.0,24,16815.0,1095.0,546.0,644.0,155.0,837.0
0.0,24,19194.0,1405.0,1524.0,1582.0,1687.0,2029.0
0.0,24,22879.0,1429.0,1692.0,1581.0,1902.0,1897.0
0.0,24,22434.0,1137.0,925.0,946.0,882.0,1197.0
0.0,24,17008.0,1195.0,914.0,821.0,838.0,259.0
0.0,24,24437.0,1379.0,1358.0,1242.0,1402.0,1120.0
0.0,24,21504.0,1237.0,1207.0,1019.0,1241.0,1792.0
0.0,24,19630.0,1403.0,1651.0,1404.0,1982.0,2023.0
0.0,24,23315.0,1422.0,1835.0,1581.0,2172.0,2071.0
0.0,24,22870.0,1163.0,953.0,1051.0,910.0,988.0
0.0,24,21373.0,1303.0,1514.0,1629.0,1754.0,2056.0
0.0,24,24549.0,1351.0,1580.0,1543.0,1849.0,1754.0
0.0,24,21616.0,1228.0,1214.0,1265.0,1160.0,1164.0
0.0,24,19741.0,1414.0,1602.0,1857.0,1677.0,1411.0
0.0,24,23427.0,1480.0,1775.0,1581.0,1727.0,1722.0
0.0,24,22981.0,1143.0,900.0,1070.0,759.0,766.0
0.0,24,21077.0,1361.0,1474.0,1597.0,1266.0,1305.0
0.0,24,24252.0,1368.0,1407.0,1304.0,1234.0,1390.0
0.0,24,21320.0,1358.0,1489.0,1726.0,1380.0,1599.0
0.0,24,19445.0,1446.0,1629.0,1655.0,1566.0,1704.0
0.0,24,23131.0,1492.0,1783.0,1581.0,1707.0,1931.0
0.0,24,22685.0,1151.0,818.0,1408.0,757.0,934.0
0.0,24,21077.0,1366.0,1482.0,1479.0,1244.0,1421.0
0.0,24,24252.0,1315.0,1325.0,1448.0,1130.0,1335.0
0.0,24,21320.0,1470.0,1607.0,1810.0,1464.0,1692.0
0.0,26,22848.0,698.0,671.0,663.0,655.0,617.0
0.0,26,22882.0,698.0,184.0,191.0,157.0,178.0
0.0,26,21060.0,754.0,786.0,756.0,767.0,766.0
0.0,26,24249.0,698.0,629.0,747.0,585.0,527.0
0.0,26,21319.0,698.0,668.0,665.0,634.0,613.0
0.0,26,19445.0,698.0,670.0,667.0,638.0,591.0
0.0,26,23131.0,698.0,688.0,706.0,655.0,640.0
0.0,26,22685.0,698.0,232.0,64.0,198.0,172.0
0.0,26,21077.0,794.0,805.0,690.0,846.0,814.0
0.0,26,24252.0,698.0,647.0,588.0,625.0,569.0
0.0,26,21320.0,698.0,697.0,700.0,738.0,598.0
0.0,26,19445.0,752.0,807.0,817.0,765.0,667.0
0.0,26,23131.0,827.0,900.0,1007.0,874.0,701.0
0.0,26,22685.0,698.0,286.0,160.0,222.0,186.0
0.0,26,21262.0,822.0,838.0,695.0,826.0,770.0
0.0,26,24437.0,698.0,670.0,667.0,694.0,647.0
0.0,26,21504.0,723.0,746.0,742.0,710.0,714.0
0.0,26,19630.0,767.0,787.0,894.0,743.0,768.0
0.0,26,19062.0,698.0,216.0,57.0,199.0,103.0
0.0,26,18205.0,698.0,289.0,67.0,241.0,245.0
0.0,26,12455.0,698.0,360.0,239.0,271.0,228.0
0.0,26,19884.0,698.0,635.0,750.0,614.0,721.0
0.0,26,16951.0,698.0,636.0,825.0,636.0,703.0
0.0,26,15077.0,698.0,751.0,884.0,726.0,743.0
0.0,26,18762.0,698.0,750.0,865.0,723.0,701.0
0.0,26,18317.0,698.0,231.0,64.0,204.0,156.0
0.0,26,16412.0,748.0,888.0,971.0,822.0,819.0
0.0,26,19588.0,698.0,674.0,556.0,639.0,575.0
0.0,26,16655.0,743.0,786.0,831.0,775.0,750.0
0.0,26,17968.0,766.0,823.0,874.0,834.0,739.0
0.0,26,23131.0,808.0,809.0,857.0,768.0,790.0
0.0,26,22685.0,698.0,207.0,35.0,190.0,166.0
0.0,26,21077.0,747.0,793.0,822.0,783.0,712.0
0.0,26,24252.0,698.0,741.0,773.0,756.0,670.0
0.0,26,17066.0,698.0,232.0,64.0,253.0,90.0
0.0,26,19445.0,817.0,860.0,728.0,928.0,1043.0
0.0,26,23131.0,858.0,915.0,582.0,921.0,934.0
0.0,26,22685.0,698.0,207.0,41.0,171.0,247.0
0.0,26,21077.0,797.0,828.0,1016.0,863.0,855.0
0.0,26,24252.0,700.0,706.0,658.0,776.0,850.0
0.0,26,16815.0,698.0,102.0,61.0,138.0,54.0
0.0,26,19194.0,901.0,947.0,1041.0,1021.0,1155.0
0.0,26,22879.0,1118.0,1137.0,1218.0,1266.0,1243.0
0.0,26,22434.0,698.0,224.0,293.0,159.0,184.0
0.0,26,17008.0,698.0,207.0,35.0,110.0,0.0
0.0,26,24437.0,773.0,576.0,600.0,664.0,671.0
0.0,26,21504.0,698.0,599.0,745.0,551.0,728.0
0.0,26,19630.0,921.0,914.0,647.0,964.0,1043.0
0.0,26,23315.0,1032.0,1100.0,996.0,1029.0,1017.0
0.0,26,22870.0,698.0,233.0,64.0,236.0,282.0
0.0,26,21373.0,826.0,722.0,688.0,697.0,818.0
0.0,26,24549.0,715.0,740.0,873.0,733.0,649.0
0.0,26,21616.0,698.0,420.0,536.0,479.0,406.0
0.0,26,19741.0,794.0,828.0,933.0,826.0,757.0
0.0,26,23427.0,900.0,876.0,828.0,929.0,840.0
0.0,26,18317.0,698.0,135.0,127.0,166.0,107.0
0.0,26,16412.0,698.0,634.0,539.0,618.0,579.0
0.0,26,19588.0,698.0,618.0,477.0,598.0,534.0
0.0,26,19842.0,698.0,550.0,523.0,534.0,496.0
0.0,26,19445.0,772.0,772.0,766.0,778.0,739.0
0.0,26,23131.0,875.0,903.0,908.0,859.0,902.0
0.0,26,22685.0,698.0,155.0,85.0,177.0,141.0
0.0,26,21077.0,720.0,708.0,690.0,711.0,746.0
0.0,26,24252.0,721.0,814.0,880.0,851.0,856.0
0.0,26,21320.0,705.0,725.0,635.0,717.0,635.0
0.0,30,18183.0,802.0,398.0,283.0,526.0,475.0
0.0,30,18217.0,802.0,353.0,289.0,284.0,312.0
0.0,30,16395.0,802.0,366.0,50.0,328.0,389.0
0.0,30,19585.0,802.0,367.0,48.0,294.0,357.0
0.0,30,16654.0,802.0,353.0,289.0,335.0,412.0
0.0,30,14780.0,802.0,398.0,283.0,422.0,493.0
0.0,30,18466.0,802.0,382.0,45.0,503.0,471.0
0.0,30,18021.0,802.0,339.0,275.0,238.0,340.0
0.0,30,16412.0,802.0,366.0,50.0,370.0,411.0
0.0,30,19588.0,802.0,290.0,12.0,315.0,359.0
0.0,30,16655.0,802.0,367.0,48.0,388.0,450.0
0.0,30,14780.0,802.0,398.0,283.0,467.0,529.0
0.0,30,18466.0,802.0,376.0,325.0,522.0,461.0
0.0,30,18021.0,802.0,326.0,285.0,230.0,308.0
0.0,30,16597.0,802.0,379.0,410.0,372.0,444.0
0.0,30,19773.0,802.0,290.0,12.0,311.0,366.0
0.0,30,16840.0,802.0,379.0,410.0,332.0,413.0
0.0,30,14965.0,802.0,441.0,384.0,541.0,592.0
0.0,30,14397.0,802.0,47.0,19.0,78.0,154.0
0.0,30,18205.0,802.0,278.0,187.0,231.0,288.0
0.0,30,12455.0,802.0,80.0,16.0,94.0,126.0
0.0,30,19884.0,802.0,286.0,81.0,265.0,288.0
0.0,30,16951.0,802.0,365.0,331.0,300.0,374.0
0.0,30,15077.0,802.0,437.0,424.0,446.0,496.0
0.0,30,18762.0,802.0,388.0,147.0,457.0,451.0
0.0,30,18317.0,802.0,274.0,1.0,284.0,288.0
0.0,30,16412.0,802.0,397.0,268.0,426.0,451.0
0.0,30,19588.0,802.0,146.0,1.0,266.0,312.0
0.0,30,16655.0,802.0,367.0,48.0,283.0,389.0
0.0,30,14780.0,802.0,394.0,300.0,365.0,442.0
0.0,30,18466.0,802.0,385.0,349.0,353.0,384.0
0.0,30,18021.0,802.0,247.0,592.0,188.0,267.0
0.0,30,16412.0,802.0,362.0,420.0,355.0,396.0
0.0,30,19588.0,802.0,142.0,1.0,230.0,286.0
0.0,30,12402.0,802.0,0.0,1.0,0.0,57.0
0.0,30,14780.0,802.0,394.0,300.0,404.0,477.0
0.0,30,18466.0,802.0,385.0,349.0,425.0,411.0
0.0,30,18021.0,802.0,124.0,34.0,138.0,264.0
0.0,30,16412.0,802.0,362.0,420.0,327.0,451.0
0.0,30,19588.0,802.0,142.0,1.0,209.0,321.0
0.0,30,12150.0,802.0,0.0,1.0,0.0,47.0
0.0,30,14529.0,802.0,416.0,463.0,299.0,459.0
0.0,30,18215.0,802.0,398.0,283.0,412.0,453.0
0.0,30,17769.0,802.0,274.0,1.0,258.0,320.0
0.0,30,12344.0,802.0,138.0,100.0,108.0,96.0
0.0,30,19773.0,802.0,167.0,7.0,202.0,334.0
0.0,30,16840.0,802.0,159.0,1.0,322.0,431.0
0.0,30,14965.0,802.0,411.0,495.0,455.0,560.0
0.0,30,18651.0,802.0,402.0,430.0,521.0,613.0
0.0,30,18205.0,802.0,291.0,12.0,250.0,378.0
0.0,30,16709.0,802.0,404.0,430.0,387.0,509.0
0.0,30,19884.0,802.0,194.0,191.0,407.0,401.0
0.0,30,16951.0,802.0,286.0,81.0,393.0,365.0
0.0,30,15077.0,802.0,407.0,536.0,502.0,541.0
0.0,30,18762.0,802.0,398.0,283.0,494.0,437.0
0.0,30,18317.0,802.0,274.0,1.0,281.0,301.0
0.0,30,16412.0,802.0,366.0,50.0,313.0,361.0
0.0,30,19588.0,802.0,277.0,81.0,243.0,279.0
0.0,30,16655.0,802.0,367.0,48.0,258.0,361.0
0.0,30,14780.0,802.0,424.0,387.0,458.0,502.0
0.0,30,18466.0,802.0,389.0,417.0,503.0,508.0
0.0,30,18021.0,802.0,260.0,489.0,191.0,276.0
0.0,30,16412.0,802.0,366.0,50.0,304.0,379.0
0.0,30,19588.0,802.0,277.0,81.0,270.0,315.0
0.0,30,16655.0,802.0,367.0,48.0,302.0,383.0
0.0,31,18183.0,705.0,660.0,615.0,693.0,662.0
0.0,31,18217.0,705.0,435.0,261.0,365.0,403.0
0.0,31,16395.0,705.0,364.0,207.0,318.0,355.0
0.0,31,19585.0,705.0,389.0,147.0,337.0,199.0
0.0,31,16654.0,705.0,400.0,453.0,317.0,322.0
0.0,31,14780.0,705.0,317.0,423.0,303.0,417.0
0.0,31,18466.0,705.0,399.0,453.0,428.0,457.0
0.0,31,18021.0,705.0,412.0,308.0,264.0,363.0
0.0,31,16412.0,705.0,311.0,87.0,208.0,310.0
0.0,31,19588.0,705.0,489.0,566.0,434.0,498.0
0.0,31,16655.0,705.0,443.0,290.0,411.0,468.0
0.0,31,14780.0,705.0,550.0,638.0,519.0,609.0
0.0,31,18466.0,705.0,414.0,328.0,418.0,385.0
0.0,31,18021.0,705.0,180.0,131.0,149.0,205.0
0.0,31,16597.0,705.0,286.0,482.0,298.0,334.0
0.0,31,19773.0,705.0,413.0,328.0,299.0,343.0
0.0,31,16840.0,705.0,315.0,324.0,305.0,398.0
0.0,31,14965.0,705.0,543.0,453.0,561.0,550.0
0.0,31,14397.0,705.0,56.0,86.0,0.0,63.0
0.0,31,18205.0,705.0,233.0,364.0,232.0,260.0
0.0,31,12455.0,705.0,246.0,423.0,235.0,81.0
0.0,31,19884.0,705.0,345.0,274.0,327.0,357.0
0.0,31,16951.0,705.0,409.0,339.0,450.0,497.0
0.0,31,15077.0,705.0,578.0,676.0,477.0,479.0
0.0,31,18762.0,705.0,571.0,248.0,441.0,483.0
0.0,31,18317.0,705.0,296.0,83.0,124.0,240.0
0.0,31,16412.0,705.0,509.0,502.0,545.0,374.0
0.0,31,19588.0,705.0,315.0,324.0,262.0,286.0
0.0,31,16655.0,705.0,407.0,332.0,272.0,286.0
0.0,31,14780.0,705.0,553.0,474.0,493.0,501.0
0.0,31,18466.0,705.0,398.0,453.0,381.0,288.0
0.0,31,18021.0,705.0,247.0,423.0,58.0,195.0
0.0,31,16412.0,705.0,404.0,433.0,436.0,272.0
0.0,31,19588.0,705.0,231.0,258.0,199.0,268.0
0.0,31,12402.0,705.0,138.0,0.0,0.0,0.0
0.0,31,14780.0,705.0,416.0,481.0,326.0,391.0
0.0,31,18466.0,705.0,406.0,368.0,402.0,453.0
0.0,31,18021.0,705.0,135.0,0.0,75.0,135.0
0.0,31,16412.0,705.0,293.0,102.0,454.0,399.0
0.0,31,19588.0,705.0,142.0,0.0,165.0,242.0
0.0,31,12150.0,705.0,0.0,24.0,0.0,0.0
0.0,31,14529.0,705.0,451.0,313.0,357.0,494.0
0.0,31,18215.0,705.0,448.0,442.0,397.0,445.0
0.0,31,17769.0,705.0,337.0,226.0,230.0,418.0
0.0,31,12344.0,705.0,213.0,308.0,133.0,0.0
0.0,31,19773.0,705.0,344.0,215.0,340.0,471.0
0.0,31,16840.0,705.0,275.0,480.0,315.0,387.0
0.0,31,14965.0,705.0,548.0,534.0,557.0,583.0
0.0,31,18651.0,705.0,550.0,638.0,479.0,547.0
0.0,31,18205.0,705.0,419.0,391.0,367.0,392.0
0.0,31,16709.0,705.0,452.0,343.0,473.0,440.0
0.0,31,19884.0,705.0,402.0,499.0,393.0,371.0
0.0,31,16951.0,705.0,377.0,463.0,390.0,417.0
0.0,31,15077.0,705.0,610.0,520.0,503.0,516.0
0.0,31,18762.0,705.0,569.0,234.0,492.0,484.0
0.0,31,18317.0,705.0,340.0,307.0,182.0,306.0
0.0,31,16412.0,705.0,376.0,377.0,443.0,350.0
0.0,31,19588.0,705.0,314.0,324.0,348.0,366.0
0.0,31,16655.0,705.0,315.0,324.0,282.0,293.0
0.0,31,17968.0,705.0,421.0,426.0,422.0,403.0
0.0,31,23131.0,1737.0,2043.0,2113.0,3015.0,2610.0
0.0,31,22685.0,999.0,565.0,519.0,1295.0,1310.0
0.0,31,21077.0,1103.0,817.0,907.0,1506.0,976.0
0.0,31,24252.0,1287.0,1223.0,1304.0,1788.0,896.0
0.0,31,21320.0,1096.0,769.0,797.0,1282.0,620.0
0.0,32,18183.0,714.0,260.0,426.0,410.0,468.0
0.0,32,18217.0,714.0,180.0,33.0,272.0,307.0
0.0,32,16395.0,714.0,285.0,607.0,306.0,428.0
0.0,32,19585.0,714.0,344.0,370.0,299.0,430.0
0.0,32,16654.0,714.0,318.0,113.0,310.0,445.0
0.0,32,14780.0,714.0,369.0,348.0,337.0,481.0
0.0,32,18466.0,714.0,297.0,149.0,306.0,442.0
0.0,32,18021.0,714.0,217.0,156.0,229.0,304.0
0.0,32,16412.0,714.0,333.0,356.0,345.0,445.0
0.0,32,19588.0,714.0,295.0,70.0,234.0,370.0
0.0,32,16655.0,714.0,337.0,437.0,282.0,427.0
0.0,32,14780.0,714.0,387.0,312.0,351.0,447.0
0.0,32,18466.0,714.0,307.0,362.0,324.0,417.0
0.0,32,18021.0,714.0,217.0,156.0,232.0,283.0
0.0,32,16597.0,714.0,346.0,351.0,338.0,435.0
0.0,32,19773.0,714.0,300.0,344.0,301.0,386.0
0.0,32,16840.0,714.0,273.0,532.0,296.0,369.0
0.0,32,14965.0,714.0,441.0,492.0,477.0,572.0
0.0,32,14397.0,714.0,1.0,0.0,58.0,26.0
0.0,32,18205.0,714.0,176.0,149.0,197.0,199.0
0.0,32,12455.0,714.0,82.0,74.0,64.0,171.0
0.0,32,19884.0,714.0,297.0,149.0,289.0,422.0
0.0,32,16951.0,714.0,289.0,91.0,324.0,456.0
0.0,32,15077.0,714.0,401.0,317.0,370.0,491.0
0.0,32,18762.0,714.0,290.0,70.0,403.0,518.0
0.0,32,18317.0,714.0,195.0,94.0,238.0,254.0
0.0,32,16412.0,714.0,368.0,376.0,387.0,453.0
0.0,32,19588.0,714.0,288.0,290.0,255.0,342.0
0.0,32,16655.0,714.0,268.0,0.0,191.0,360.0
0.0,32,14780.0,714.0,314.0,213.0,333.0,396.0
0.0,32,18466.0,714.0,135.0,242.0,261.0,344.0
0.0,32,18021.0,714.0,146.0,126.0,171.0,261.0
0.0,32,16412.0,714.0,272.0,296.0,276.0,426.0
0.0,32,19588.0,714.0,200.0,106.0,166.0,347.0
0.0,32,12402.0,714.0,0.0,0.0,49.0,73.0
0.0,32,14780.0,714.0,341.0,330.0,332.0,531.0
0.0,32,18466.0,714.0,235.0,498.0,245.0,439.0
0.0,32,18021.0,714.0,135.0,242.0,151.0,298.0
0.0,32,16412.0,714.0,325.0,310.0,333.0,558.0
0.0,32,19588.0,714.0,232.0,407.0,163.0,380.0
0.0,32,12150.0,714.0,0.0,0.0,0.0,35.0
0.0,32,14529.0,714.0,323.0,241.0,186.0,446.0
0.0,32,18215.0,714.0,351.0,332.0,330.0,503.0
0.0,32,17769.0,714.0,176.0,149.0,128.0,235.0
0.0,32,12344.0,714.0,0.0,0.0,120.0,95.0
0.0,32,19773.0,714.0,174.0,246.0,228.0,372.0
0.0,32,16840.0,714.0,234.0,498.0,249.0,427.0
0.0,32,14965.0,714.0,407.0,504.0,441.0,608.0
0.0,32,18651.0,714.0,392.0,282.0,413.0,573.0
0.0,32,18205.0,714.0,154.0,44.0,230.0,246.0
0.0,32,16709.0,714.0,432.0,155.0,405.0,548.0
0.0,32,19884.0,714.0,333.0,305.0,406.0,416.0
0.0,32,16951.0,714.0,253.0,240.0,289.0,303.0
0.0,32,15077.0,714.0,493.0,358.0,452.0,489.0
0.0,32,18762.0,714.0,281.0,199.0,360.0,385.0
0.0,32,18317.0,714.0,91.0,74.0,189.0,182.0
0.0,32,16412.0,714.0,183.0,588.0,304.0,359.0
0.0,32,19588.0,714.0,242.0,187.0,152.0,327.0
0.0,32,16655.0,714.0,251.0,568.0,196.0,377.0
0.0,32,14780.0,714.0,497.0,406.0,411.0,513.0
0.0,32,18466.0,714.0,397.0,340.0,332.0,485.0
0.0,32,18021.0,714.0,146.0,155.0,106.0,195.0
0.0,32,16412.0,714.0,302.0,396.0,261.0,382.0
0.0,32,19588.0,714.0,232.0,407.0,172.0,287.0
0.0,32,16655.0,714.0,325.0,302.0,238.0,355.0
0.0,35,18183.0,689.0,664.0,652.0,690.0,692.0
