predictions,producto,predictions_XGB,predictions_XG2,predictions_STCK2,predictions_LSTM
0.0,13,1106.0,828.0,983.0,922.0
0.0,13,1095.0,958.0,1010.0,1021.0
0.0,13,1147.0,1406.0,1109.0,1112.0
0.0,13,2538.0,2665.0,2641.0,2853.0
0.0,13,1112.0,1286.0,764.0,1132.0
0.0,13,1224.0,1112.0,1125.0,1152.0
0.0,13,1113.0,1166.0,1030.0,1058.0
0.0,13,2578.0,2875.0,2758.0,3013.0
0.0,13,1824.0,2394.0,1829.0,1769.0
0.0,13,1129.0,810.0,869.0,958.0
0.0,13,1207.0,1278.0,1015.0,1107.0
0.0,13,1124.0,781.0,1008.0,1058.0
0.0,13,2429.0,3401.0,2547.0,2431.0
0.0,13,1979.0,2128.0,1996.0,2057.0
0.0,13,948.0,917.0,709.0,711.0
0.0,13,1013.0,912.0,817.0,925.0
0.0,13,2160.0,2385.0,2221.0,1889.0
0.0,13,2062.0,2434.0,2105.0,2196.0
0.0,13,996.0,779.0,715.0,853.0
0.0,13,947.0,809.0,731.0,891.0
0.0,13,1696.0,1878.0,1557.0,1875.0
0.0,13,2207.0,2176.0,2138.0,2863.0
0.0,13,1150.0,1202.0,1068.0,1287.0
0.0,13,1156.0,1123.0,1000.0,683.0
0.0,13,1760.0,1795.0,1688.0,1444.0
0.0,13,2413.0,2607.0,2407.0,2637.0
0.0,13,976.0,903.0,813.0,1180.0
0.0,13,1346.0,1342.0,1230.0,1503.0
0.0,13,1147.0,1219.0,930.0,989.0
0.0,13,1476.0,1277.0,1380.0,1411.0
0.0,13,2091.0,2358.0,2066.0,2106.0
0.0,13,964.0,897.0,744.0,779.0
0.0,13,1226.0,865.0,1103.0,1207.0
0.0,13,1114.0,1432.0,993.0,971.0
0.0,13,1598.0,1442.0,1617.0,1454.0
0.0,13,2258.0,1923.0,2256.0,2500.0
0.0,13,1160.0,833.0,921.0,957.0
0.0,13,1447.0,1418.0,1325.0,1400.0
0.0,13,1237.0,1032.0,1111.0,1169.0
0.0,14,2163.0,1151.0,2002.0,1615.0
0.0,14,1756.0,1895.0,1560.0,1073.0
0.0,14,667.0,91.0,463.0,95.0
0.0,14,1397.0,1206.0,1295.0,1511.0
0.0,14,1538.0,2091.0,1487.0,1070.0
0.0,14,1410.0,1878.0,1310.0,944.0
0.0,14,1966.0,626.0,2092.0,1935.0
0.0,14,1176.0,1105.0,1002.0,672.0
0.0,14,616.0,183.0,460.0,887.0
0.0,14,1371.0,1437.0,1241.0,1214.0
0.0,14,1347.0,1430.0,1225.0,1481.0
0.0,14,1499.0,1707.0,1402.0,1427.0
0.0,14,1208.0,1598.0,1112.0,1322.0
0.0,14,1224.0,1536.0,1153.0,1819.0
0.0,14,704.0,48.0,436.0,881.0
0.0,14,1472.0,1308.0,1394.0,1562.0
0.0,14,1469.0,1008.0,1416.0,2169.0
0.0,14,1142.0,1778.0,1016.0,912.0
0.0,14,2216.0,2397.0,2397.0,4456.0
0.0,14,1021.0,383.0,883.0,419.0
0.0,14,444.0,181.0,158.0,496.0
0.0,14,1527.0,790.0,1570.0,1946.0
0.0,14,1025.0,1132.0,765.0,267.0
0.0,14,960.0,873.0,725.0,939.0
0.0,14,2548.0,2430.0,2727.0,3316.0
0.0,14,471.0,167.0,88.0,0.0
0.0,14,371.0,151.0,75.0,50.0
0.0,14,1764.0,1973.0,1749.0,1607.0
0.0,14,1332.0,1013.0,1225.0,1625.0
0.0,14,1241.0,1558.0,1108.0,916.0
0.0,14,1100.0,1165.0,902.0,1206.0
0.0,14,493.0,187.0,291.0,431.0
0.0,14,1333.0,1013.0,1206.0,1388.0
0.0,14,965.0,674.0,842.0,816.0
0.0,14,1909.0,1654.0,1886.0,2013.0
0.0,14,699.0,144.0,492.0,135.0
0.0,14,418.0,505.0,168.0,429.0
0.0,14,1718.0,1544.0,1659.0,2220.0
0.0,14,1219.0,935.0,1161.0,1143.0
0.0,14,2574.0,2427.0,2503.0,3101.0
0.0,14,947.0,1067.0,745.0,672.0
0.0,14,1093.0,684.0,900.0,1098.0
0.0,14,1115.0,1315.0,1103.0,1722.0
0.0,14,1410.0,1878.0,1372.0,1525.0
0.0,14,2225.0,1658.0,2278.0,2787.0
0.0,14,797.0,1389.0,559.0,158.0
0.0,14,1160.0,1315.0,1168.0,1941.0
0.0,14,854.0,537.0,659.0,451.0
0.0,14,1821.0,1621.0,1864.0,2007.0
0.0,14,2109.0,2617.0,2197.0,1509.0
0.0,14,723.0,871.0,167.0,111.0
0.0,14,530.0,183.0,322.0,633.0
0.0,14,1250.0,746.0,1085.0,848.0
0.0,14,1092.0,520.0,951.0,1127.0
0.0,14,1534.0,1012.0,1521.0,1493.0
0.0,14,1412.0,1592.0,1240.0,1266.0
0.0,14,824.0,277.0,589.0,1090.0
0.0,14,894.0,182.0,637.0,683.0
0.0,14,1278.0,1237.0,1227.0,1501.0
0.0,14,880.0,425.0,729.0,447.0
0.0,15,599.0,2928.0,407.0,508.0
0.0,15,630.0,468.0,457.0,592.0
0.0,15,576.0,1133.0,201.0,298.0
0.0,15,615.0,468.0,393.0,424.0
0.0,15,642.0,468.0,490.0,499.0
0.0,15,630.0,468.0,435.0,576.0
0.0,15,579.0,1984.0,367.0,334.0
0.0,15,660.0,434.0,547.0,701.0
0.0,15,661.0,432.0,276.0,543.0
0.0,15,592.0,2753.0,494.0,396.0
0.0,15,592.0,2753.0,337.0,521.0
0.0,15,578.0,1984.0,66.0,211.0
0.0,15,623.0,468.0,908.0,456.0
0.0,15,569.0,783.0,83.0,250.0
0.0,15,572.0,1145.0,202.0,259.0
0.0,15,572.0,1145.0,226.0,290.0
0.0,15,599.0,2928.0,395.0,367.0
0.0,15,558.0,844.0,36.0,188.0
0.0,15,576.0,1133.0,129.0,354.0
0.0,15,579.0,1984.0,321.0,334.0
0.0,15,606.0,666.0,454.0,380.0
0.0,15,565.0,724.0,75.0,237.0
0.0,15,630.0,468.0,349.0,454.0
0.0,15,579.0,1984.0,332.0,307.0
0.0,15,606.0,666.0,405.0,352.0
0.0,15,595.0,2928.0,288.0,386.0
0.0,15,592.0,2753.0,303.0,485.0
0.0,15,619.0,468.0,348.0,368.0
0.0,15,589.0,631.0,329.0,475.0
0.0,15,592.0,2753.0,474.0,165.0
0.0,15,592.0,2753.0,420.0,406.0
0.0,15,619.0,468.0,481.0,604.0
0.0,15,578.0,1984.0,95.0,336.0
0.0,15,588.0,631.0,243.0,270.0
0.0,15,604.0,747.0,123.0,296.0
0.0,15,572.0,1145.0,258.0,285.0
0.0,15,572.0,1145.0,292.0,284.0
0.0,15,679.0,373.0,594.0,760.0
0.0,15,595.0,2928.0,346.0,483.0
0.0,15,579.0,1984.0,209.0,386.0
0.0,15,579.0,1984.0,396.0,519.0
0.0,15,831.0,654.0,969.0,877.0
0.0,15,595.0,2928.0,283.0,244.0
0.0,15,611.0,549.0,443.0,355.0
0.0,15,579.0,1984.0,290.0,312.0
0.0,17,1775.0,1760.0,1702.0,1546.0
0.0,17,917.0,894.0,941.0,936.0
0.0,17,1589.0,1655.0,1567.0,1678.0
0.0,17,1552.0,1659.0,1505.0,1542.0
0.0,17,1823.0,1687.0,1745.0,1733.0
0.0,17,1593.0,1568.0,1586.0,1722.0
0.0,17,1873.0,1929.0,1743.0,1635.0
0.0,17,1036.0,1109.0,1009.0,939.0
0.0,17,1571.0,1551.0,1537.0,1411.0
0.0,17,1471.0,1421.0,1439.0,1285.0
0.0,17,1527.0,1813.0,1500.0,1524.0
0.0,17,1545.0,1664.0,1531.0,1559.0
0.0,17,2140.0,2026.0,2040.0,1911.0
0.0,17,1043.0,1128.0,992.0,907.0
0.0,17,1556.0,1552.0,1593.0,1601.0
0.0,17,1500.0,1119.0,1523.0,1569.0
0.0,17,1638.0,1317.0,1708.0,1866.0
0.0,17,1808.0,1872.0,1847.0,1856.0
0.0,17,1244.0,1277.0,1090.0,1049.0
0.0,17,1004.0,1002.0,932.0,951.0
0.0,17,1159.0,1164.0,1075.0,843.0
0.0,17,1417.0,1345.0,1386.0,1344.0
0.0,17,1531.0,1631.0,1629.0,1515.0
0.0,17,1624.0,1472.0,1599.0,1518.0
0.0,17,1589.0,1655.0,1576.0,2024.0
0.0,17,899.0,1254.0,877.0,798.0
0.0,17,1323.0,1630.0,1318.0,1307.0
0.0,17,1335.0,1331.0,1294.0,1188.0
0.0,17,1554.0,1511.0,1560.0,1512.0
0.0,17,1536.0,1826.0,1520.0,1463.0
0.0,17,1607.0,1603.0,1537.0,1417.0
0.0,17,806.0,995.0,838.0,824.0
0.0,17,1294.0,1158.0,1304.0,1245.0
0.0,17,1062.0,884.0,1059.0,1062.0
0.0,17,1405.0,1478.0,1405.0,1431.0
0.0,17,1413.0,1207.0,1340.0,1309.0
0.0,17,689.0,448.0,719.0,522.0
0.0,17,967.0,866.0,1003.0,1156.0
0.0,17,1080.0,1486.0,1044.0,974.0
0.0,17,1274.0,1246.0,1242.0,1362.0
0.0,17,1726.0,1742.0,1687.0,1900.0
0.0,17,841.0,957.0,855.0,726.0
0.0,17,1197.0,987.0,1204.0,1332.0
0.0,17,1651.0,1707.0,1633.0,1878.0
0.0,17,1707.0,1954.0,1718.0,1776.0
0.0,17,2177.0,2474.0,2201.0,2418.0
0.0,17,1024.0,1165.0,1025.0,1032.0
0.0,17,1459.0,1730.0,1491.0,1588.0
0.0,17,1442.0,1648.0,1429.0,1381.0
0.0,17,1713.0,1760.0,1797.0,1743.0
0.0,17,1748.0,1837.0,1773.0,1592.0
0.0,17,2167.0,2378.0,2221.0,1979.0
0.0,17,901.0,1293.0,886.0,1052.0
0.0,17,1309.0,1469.0,1305.0,1240.0
0.0,17,1283.0,1398.0,1294.0,1165.0
0.0,17,1585.0,1588.0,1661.0,1501.0
0.0,17,1679.0,1760.0,1704.0,1677.0
0.0,17,2318.0,2464.0,2272.0,2047.0
0.0,17,931.0,851.0,926.0,878.0
0.0,17,1471.0,1583.0,1428.0,1338.0
0.0,17,1379.0,1361.0,1315.0,1321.0
0.0,17,1614.0,1281.0,1605.0,1494.0
0.0,18,1533.0,1714.0,1582.0,1262.0
0.0,18,1065.0,1081.0,976.0,664.0
0.0,18,730.0,553.0,703.0,494.0
0.0,18,1192.0,1151.0,1153.0,1223.0
0.0,18,1221.0,1694.0,1201.0,1186.0
0.0,18,1091.0,1194.0,1038.0,807.0
0.0,18,1694.0,1731.0,1790.0,1841.0
0.0,18,889.0,909.0,785.0,380.0
0.0,18,761.0,521.0,693.0,926.0
0.0,18,1705.0,1822.0,1818.0,1819.0
0.0,18,1553.0,1516.0,1675.0,1823.0
0.0,18,1641.0,1361.0,1715.0,1799.0
0.0,18,1600.0,1876.0,1652.0,1704.0
0.0,18,1270.0,1266.0,1325.0,1526.0
0.0,18,607.0,581.0,543.0,868.0
0.0,18,1696.0,2268.0,1801.0,1694.0
0.0,18,1295.0,1103.0,1331.0,1283.0
0.0,18,1173.0,1148.0,1145.0,922.0
0.0,18,1517.0,1270.0,1612.0,2589.0
0.0,18,803.0,759.0,709.0,476.0
0.0,18,368.0,202.0,192.0,421.0
0.0,18,1880.0,2002.0,2064.0,2086.0
0.0,18,919.0,490.0,754.0,576.0
0.0,18,1090.0,765.0,1042.0,1315.0
0.0,18,2201.0,2568.0,2326.0,3011.0
0.0,18,357.0,285.0,82.0,0.0
0.0,18,312.0,355.0,207.0,38.0
0.0,18,1988.0,2488.0,2135.0,1864.0
0.0,18,1196.0,1240.0,1183.0,1369.0
0.0,18,1299.0,1401.0,1355.0,1117.0
0.0,18,994.0,1215.0,923.0,1180.0
0.0,18,466.0,450.0,447.0,495.0
0.0,18,1406.0,1363.0,1407.0,1321.0
0.0,18,1085.0,1165.0,1063.0,921.0
0.0,18,1840.0,2134.0,1898.0,2205.0
0.0,18,651.0,281.0,551.0,178.0
0.0,18,425.0,528.0,358.0,587.0
0.0,18,1286.0,1309.0,1249.0,1290.0
0.0,18,1129.0,1710.0,1100.0,1265.0
0.0,18,1848.0,2134.0,1900.0,2246.0
0.0,18,766.0,745.0,737.0,742.0
0.0,18,1232.0,1007.0,1207.0,1152.0
0.0,18,1386.0,1274.0,1461.0,1989.0
0.0,18,1529.0,1556.0,1517.0,1498.0
0.0,18,2369.0,3401.0,2742.0,3508.0
0.0,18,960.0,253.0,736.0,148.0
0.0,18,1452.0,1680.0,1498.0,1599.0
0.0,18,1191.0,1052.0,1155.0,179.0
0.0,18,1828.0,1551.0,2004.0,1622.0
0.0,18,2313.0,3469.0,2477.0,612.0
0.0,18,641.0,411.0,333.0,83.0
0.0,18,600.0,411.0,449.0,467.0
0.0,18,1450.0,1676.0,1486.0,604.0
0.0,18,1244.0,1136.0,1220.0,1167.0
0.0,18,2097.0,693.0,2204.0,1638.0
0.0,18,1645.0,1640.0,1643.0,1316.0
0.0,18,751.0,676.0,674.0,939.0
0.0,18,863.0,699.0,881.0,804.0
0.0,18,1213.0,1410.0,1145.0,1027.0
0.0,18,1082.0,598.0,1036.0,865.0
0.0,19,1539.0,1465.0,1486.0,1297.0
0.0,19,1203.0,930.0,1166.0,888.0
0.0,19,667.0,629.0,609.0,555.0
0.0,19,1183.0,1354.0,1196.0,1305.0
0.0,19,1378.0,1660.0,1382.0,1433.0
0.0,19,1286.0,1382.0,1271.0,1146.0
0.0,19,1776.0,2180.0,1960.0,2060.0
0.0,19,891.0,930.0,767.0,604.0
0.0,19,521.0,401.0,381.0,850.0
0.0,19,1198.0,1426.0,1167.0,1096.0
0.0,19,1221.0,1591.0,1282.0,1250.0
0.0,19,1150.0,857.0,1131.0,1120.0
0.0,19,1253.0,1908.0,1244.0,1428.0
0.0,19,1019.0,965.0,1026.0,1320.0
0.0,19,688.0,412.0,659.0,811.0
0.0,19,1140.0,1157.0,1170.0,1264.0
0.0,19,1167.0,980.0,1201.0,1265.0
0.0,19,962.0,803.0,916.0,964.0
0.0,19,1716.0,2024.0,1899.0,2624.0
0.0,19,761.0,921.0,564.0,439.0
0.0,19,319.0,396.0,236.0,692.0
0.0,19,1341.0,1428.0,1417.0,1554.0
0.0,19,943.0,1356.0,822.0,768.0
0.0,19,884.0,1386.0,817.0,1030.0
0.0,19,2020.0,2134.0,2274.0,2155.0
0.0,19,378.0,396.0,149.0,26.0
0.0,19,332.0,396.0,214.0,575.0
0.0,19,1310.0,1435.0,1305.0,1268.0
0.0,19,1128.0,974.0,1174.0,1355.0
0.0,19,964.0,688.0,870.0,946.0
0.0,19,1106.0,1378.0,940.0,1283.0
0.0,19,389.0,396.0,286.0,414.0
0.0,19,1169.0,528.0,1191.0,1060.0
0.0,19,830.0,548.0,764.0,705.0
0.0,19,1652.0,1830.0,1874.0,1887.0
0.0,19,648.0,249.0,498.0,282.0
0.0,19,395.0,222.0,306.0,626.0
0.0,19,1209.0,845.0,1198.0,1309.0
0.0,19,1021.0,465.0,930.0,942.0
0.0,19,1676.0,2051.0,1866.0,1856.0
0.0,19,775.0,1018.0,631.0,746.0
0.0,19,896.0,1261.0,873.0,1083.0
0.0,19,1118.0,927.0,1180.0,1581.0
0.0,19,1124.0,1047.0,1051.0,1205.0
0.0,19,1699.0,2347.0,1850.0,1766.0
0.0,19,903.0,884.0,809.0,469.0
0.0,19,1260.0,1237.0,1287.0,1198.0
0.0,19,1090.0,1076.0,1032.0,733.0
0.0,19,1570.0,1781.0,1657.0,1625.0
0.0,19,1961.0,1834.0,2189.0,984.0
0.0,19,594.0,544.0,343.0,143.0
0.0,19,544.0,763.0,465.0,488.0
0.0,19,1145.0,1150.0,1092.0,887.0
0.0,19,1045.0,1130.0,1088.0,1122.0
0.0,19,1724.0,2408.0,1867.0,1445.0
0.0,19,1218.0,1377.0,1254.0,1240.0
0.0,19,722.0,397.0,691.0,946.0
0.0,19,758.0,664.0,779.0,713.0
0.0,19,1154.0,1397.0,1145.0,1144.0
0.0,19,1097.0,1287.0,1085.0,849.0
0.0,20,1721.0,1555.0,1718.0,1648.0
0.0,20,171.0,37.0,178.0,124.0
0.0,20,1550.0,1702.0,1532.0,1472.0
0.0,20,1089.0,1010.0,1076.0,1019.0
0.0,20,1484.0,1511.0,1496.0,1338.0
0.0,20,828.0,759.0,857.0,855.0
0.0,20,1591.0,1608.0,1597.0,1554.0
0.0,20,1379.0,1502.0,1371.0,1475.0
0.0,20,896.0,1012.0,890.0,926.0
0.0,20,1347.0,1381.0,1391.0,1441.0
0.0,20,831.0,726.0,880.0,884.0
0.0,20,1579.0,1488.0,1566.0,1634.0
0.0,20,125.0,122.0,155.0,219.0
0.0,20,1527.0,1378.0,1530.0,1569.0
0.0,20,1038.0,1087.0,1004.0,1046.0
0.0,20,1695.0,1792.0,1665.0,1461.0
0.0,20,1225.0,1217.0,1216.0,1300.0
0.0,20,867.0,958.0,768.0,745.0
0.0,20,1002.0,888.0,931.0,916.0
0.0,20,1004.0,995.0,941.0,998.0
0.0,20,1524.0,1551.0,1489.0,1471.0
0.0,20,957.0,928.0,941.0,880.0
0.0,20,1394.0,1359.0,1390.0,1534.0
0.0,20,1308.0,1370.0,1349.0,1486.0
0.0,20,973.0,977.0,962.0,847.0
0.0,20,1797.0,1854.0,1766.0,1576.0
0.0,20,1228.0,1529.0,1195.0,900.0
0.0,20,1648.0,1649.0,1640.0,1705.0
0.0,20,280.0,144.0,220.0,15.0
0.0,20,1819.0,1854.0,1794.0,1691.0
0.0,20,891.0,986.0,953.0,998.0
0.0,20,963.0,900.0,1008.0,1101.0
0.0,20,1508.0,1570.0,1494.0,1495.0
0.0,20,1925.0,1896.0,1942.0,1651.0
0.0,20,1379.0,1502.0,1309.0,1361.0
0.0,20,1127.0,1301.0,1131.0,1160.0
0.0,20,1946.0,1838.0,1973.0,2178.0
0.0,20,269.0,121.0,237.0,141.0
0.0,20,1607.0,1624.0,1583.0,1392.0
0.0,20,1969.0,1838.0,1927.0,1556.0
0.0,20,1447.0,1413.0,1422.0,1147.0
0.0,20,2005.0,1838.0,2026.0,2096.0
0.0,20,280.0,144.0,249.0,147.0
0.0,20,1946.0,1838.0,1921.0,1988.0
0.0,20,1582.0,1655.0,1465.0,1337.0
0.0,20,1628.0,1493.0,1593.0,1431.0
0.0,20,897.0,1019.0,935.0,849.0
0.0,20,1784.0,1854.0,1769.0,1592.0
0.0,20,1564.0,1939.0,1600.0,1698.0
0.0,20,1258.0,1298.0,1184.0,1035.0
0.0,20,1191.0,1235.0,1211.0,1146.0
0.0,20,771.0,816.0,827.0,835.0
0.0,20,1463.0,1179.0,1502.0,1620.0
0.0,20,36.0,3.0,68.0,21.0
0.0,20,1528.0,1521.0,1473.0,1583.0
0.0,20,1064.0,978.0,1000.0,1039.0
0.0,20,1353.0,1481.0,1325.0,1384.0
0.0,21,1066.0,1153.0,1077.0,1062.0
0.0,21,850.0,888.0,871.0,869.0
0.0,21,728.0,670.0,758.0,759.0
0.0,21,758.0,886.0,752.0,769.0
0.0,21,965.0,953.0,963.0,947.0
0.0,21,949.0,772.0,923.0,942.0
0.0,21,1024.0,1086.0,1037.0,1058.0
0.0,21,802.0,704.0,827.0,822.0
0.0,21,712.0,695.0,735.0,734.0
0.0,21,676.0,786.0,682.0,713.0
0.0,21,919.0,1011.0,923.0,923.0
0.0,21,927.0,1027.0,900.0,931.0
0.0,21,1066.0,1055.0,1061.0,1081.0
0.0,21,839.0,874.0,845.0,847.0
0.0,21,756.0,727.0,781.0,799.0
0.0,21,788.0,898.0,818.0,880.0
0.0,21,1006.0,1121.0,1031.0,1116.0
0.0,21,1004.0,901.0,1081.0,1091.0
0.0,21,927.0,870.0,997.0,915.0
0.0,21,654.0,697.0,625.0,660.0
0.0,21,787.0,907.0,804.0,791.0
0.0,21,1019.0,828.0,1046.0,980.0
0.0,21,962.0,991.0,998.0,944.0
0.0,21,1024.0,1086.0,1051.0,1046.0
0.0,21,846.0,1059.0,840.0,848.0
0.0,21,684.0,682.0,688.0,652.0
0.0,21,731.0,624.0,716.0,691.0
0.0,21,987.0,1028.0,986.0,992.0
0.0,21,973.0,981.0,962.0,975.0
0.0,21,1009.0,917.0,998.0,1037.0
0.0,21,768.0,750.0,774.0,727.0
0.0,21,661.0,663.0,651.0,642.0
0.0,21,717.0,755.0,696.0,678.0
0.0,21,869.0,828.0,850.0,814.0
0.0,21,896.0,856.0,894.0,849.0
0.0,21,781.0,802.0,769.0,741.0
0.0,21,666.0,757.0,622.0,657.0
0.0,21,676.0,786.0,671.0,711.0
0.0,21,896.0,854.0,910.0,936.0
0.0,21,969.0,955.0,994.0,960.0
0.0,21,786.0,824.0,801.0,808.0
0.0,21,749.0,734.0,759.0,795.0
0.0,21,1051.0,1130.0,1053.0,1247.0
0.0,21,1024.0,1086.0,1079.0,1172.0
0.0,21,1079.0,1108.0,1132.0,1115.0
0.0,21,923.0,980.0,933.0,864.0
0.0,21,668.0,694.0,560.0,587.0
0.0,21,702.0,624.0,701.0,679.0
0.0,21,1002.0,1138.0,1012.0,852.0
0.0,21,1041.0,890.0,1092.0,949.0
0.0,21,1033.0,1053.0,1070.0,1057.0
0.0,21,851.0,819.0,842.0,827.0
0.0,21,678.0,788.0,646.0,649.0
0.0,21,686.0,741.0,681.0,698.0
0.0,21,947.0,1018.0,938.0,905.0
0.0,21,968.0,959.0,958.0,979.0
0.0,21,1042.0,1007.0,1077.0,1075.0
0.0,21,788.0,1000.0,778.0,811.0
0.0,21,658.0,643.0,639.0,663.0
0.0,21,682.0,682.0,661.0,686.0
0.0,21,935.0,930.0,927.0,901.0
0.0,23,1511.0,1471.0,1472.0,1357.0
0.0,23,1284.0,1221.0,1319.0,1362.0
0.0,23,901.0,996.0,911.0,835.0
0.0,23,1354.0,1372.0,1315.0,1204.0
0.0,23,876.0,754.0,869.0,758.0
0.0,23,1263.0,1402.0,1275.0,1243.0
0.0,23,1411.0,1424.0,1401.0,1350.0
0.0,23,906.0,954.0,904.0,854.0
0.0,23,1369.0,1335.0,1358.0,1388.0
0.0,23,910.0,757.0,911.0,858.0
0.0,23,1598.0,1980.0,1557.0,1638.0
0.0,23,1526.0,1421.0,1516.0,1319.0
0.0,23,1002.0,806.0,1026.0,915.0
0.0,23,1576.0,1629.0,1565.0,1470.0
0.0,23,1067.0,1099.0,1096.0,976.0
0.0,23,948.0,981.0,897.0,782.0
0.0,23,824.0,681.0,769.0,920.0
0.0,23,831.0,871.0,855.0,961.0
0.0,23,1348.0,1384.0,1391.0,1470.0
0.0,23,911.0,833.0,948.0,785.0
0.0,23,1492.0,1893.0,1419.0,1266.0
0.0,23,1400.0,1426.0,1349.0,1396.0
0.0,23,1045.0,692.0,992.0,819.0
0.0,23,1405.0,1339.0,1356.0,1230.0
0.0,23,926.0,745.0,943.0,903.0
0.0,23,1222.0,1443.0,1214.0,1160.0
0.0,23,33.0,18.0,28.0,0.0
0.0,23,1380.0,1296.0,1339.0,1174.0
0.0,23,766.0,643.0,747.0,724.0
0.0,23,774.0,596.0,798.0,827.0
0.0,23,1193.0,1236.0,1136.0,1115.0
0.0,23,1528.0,1282.0,1460.0,1350.0
0.0,23,839.0,831.0,777.0,650.0
0.0,23,789.0,897.0,701.0,551.0
0.0,23,870.0,1161.0,905.0,1036.0
0.0,23,1686.0,1720.0,1699.0,1792.0
0.0,23,225.0,210.0,211.0,105.0
0.0,23,998.0,817.0,991.0,1054.0
0.0,23,1536.0,1666.0,1504.0,1832.0
0.0,23,1493.0,1749.0,1477.0,1653.0
0.0,23,1795.0,1579.0,1725.0,1647.0
0.0,23,195.0,49.0,147.0,543.0
0.0,23,1644.0,1470.0,1520.0,2116.0
0.0,23,1416.0,1384.0,1204.0,932.0
0.0,23,1689.0,1720.0,1586.0,1587.0
0.0,23,1562.0,1443.0,1421.0,1155.0
0.0,23,1708.0,1361.0,1573.0,1790.0
0.0,23,1631.0,1503.0,1499.0,1250.0
0.0,23,1421.0,1323.0,1306.0,1632.0
0.0,23,1625.0,1557.0,1525.0,1672.0
0.0,23,1686.0,1720.0,1514.0,1566.0
0.0,23,1844.0,1579.0,1694.0,1783.0
0.0,23,1874.0,1579.0,1674.0,1693.0
0.0,23,1489.0,1177.0,1382.0,1459.0
0.0,23,1818.0,1579.0,1668.0,1685.0
0.0,24,1497.0,1589.0,1599.0,1531.0
0.0,24,856.0,862.0,801.0,702.0
0.0,24,1704.0,1658.0,1796.0,1722.0
0.0,24,1176.0,994.0,1163.0,1061.0
0.0,24,1679.0,1658.0,1767.0,1708.0
0.0,24,1399.0,1360.0,1446.0,1429.0
0.0,24,1461.0,1493.0,1538.0,1565.0
0.0,24,870.0,872.0,821.0,821.0
0.0,24,1647.0,1658.0,1724.0,1607.0
0.0,24,1154.0,1322.0,1139.0,1165.0
0.0,24,1642.0,1658.0,1698.0,1662.0
0.0,24,1241.0,1368.0,1288.0,1363.0
0.0,24,1700.0,1658.0,1798.0,1750.0
0.0,24,868.0,780.0,819.0,806.0
0.0,24,1580.0,1570.0,1665.0,1618.0
0.0,24,1404.0,1285.0,1443.0,1456.0
0.0,24,1714.0,1658.0,1827.0,1841.0
0.0,24,1506.0,1536.0,1549.0,1428.0
0.0,24,1267.0,1508.0,1220.0,1240.0
0.0,24,904.0,928.0,854.0,1037.0
0.0,24,1475.0,1514.0,1512.0,1341.0
0.0,24,1109.0,1122.0,1107.0,1131.0
0.0,24,1561.0,1740.0,1657.0,1615.0
0.0,24,1344.0,1383.0,1420.0,1456.0
0.0,24,1248.0,1306.0,1277.0,1573.0
0.0,24,848.0,705.0,786.0,680.0
0.0,24,1381.0,1381.0,1419.0,1474.0
0.0,24,1175.0,994.0,1169.0,1179.0
0.0,24,1724.0,1658.0,1817.0,1761.0
0.0,24,1397.0,1420.0,1459.0,1403.0
0.0,24,1453.0,1385.0,1488.0,1453.0
0.0,24,780.0,636.0,720.0,738.0
0.0,24,1372.0,1390.0,1390.0,1284.0
0.0,24,1253.0,1210.0,1220.0,1196.0
0.0,24,1425.0,1282.0,1460.0,1436.0
0.0,24,1291.0,1256.0,1293.0,1296.0
0.0,24,805.0,774.0,757.0,742.0
0.0,24,1381.0,1258.0,1415.0,1529.0
0.0,24,1273.0,896.0,1272.0,1428.0
0.0,24,1529.0,1552.0,1617.0,1707.0
0.0,24,1744.0,1658.0,1855.0,1744.0
0.0,24,912.0,907.0,856.0,683.0
0.0,24,1394.0,1839.0,1442.0,1512.0
0.0,24,1722.0,1658.0,1876.0,1858.0
0.0,24,1679.0,1658.0,1763.0,1786.0
0.0,24,1779.0,1658.0,1944.0,1831.0
0.0,24,933.0,926.0,936.0,772.0
0.0,24,1592.0,1662.0,1721.0,1835.0
0.0,24,1427.0,1340.0,1520.0,1459.0
0.0,24,1714.0,1658.0,1835.0,1779.0
0.0,24,1667.0,1658.0,1747.0,1392.0
0.0,24,1782.0,1658.0,1887.0,1727.0
0.0,24,898.0,969.0,831.0,735.0
0.0,24,1658.0,1658.0,1738.0,1507.0
0.0,24,1290.0,1279.0,1329.0,1352.0
0.0,24,1710.0,1658.0,1764.0,1727.0
0.0,24,1541.0,1978.0,1602.0,1588.0
0.0,24,1775.0,1658.0,1870.0,1897.0
0.0,24,885.0,756.0,818.0,854.0
0.0,24,1685.0,1658.0,1772.0,1603.0
0.0,24,1229.0,1151.0,1195.0,1294.0
0.0,24,1536.0,1705.0,1561.0,1584.0
0.0,26,613.0,604.0,601.0,574.0
0.0,26,163.0,108.0,175.0,183.0
0.0,26,764.0,875.0,774.0,734.0
0.0,26,613.0,638.0,616.0,561.0
0.0,26,653.0,554.0,655.0,608.0
0.0,26,606.0,614.0,619.0,581.0
0.0,26,639.0,445.0,617.0,614.0
0.0,26,238.0,86.0,229.0,169.0
0.0,26,796.0,820.0,823.0,773.0
0.0,26,625.0,556.0,617.0,561.0
0.0,26,672.0,667.0,668.0,591.0
