predictions,producto,predictions_XGB,predictions_XG2,predictions_STCK2,predictions_LSTM
0.0,10,2486.0,2889.0,2960.0,2340.0
0.0,10,1278.0,1370.0,1617.0,1373.0
0.0,10,1263.0,1328.0,992.0,1126.0
0.0,10,1449.0,1245.0,1236.0,1292.0
0.0,10,2299.0,2384.0,2660.0,2075.0
0.0,10,2179.0,1872.0,2338.0,2019.0
0.0,10,1516.0,1420.0,1836.0,1783.0
0.0,10,1268.0,1126.0,1175.0,1217.0
0.0,10,1427.0,1408.0,1310.0,1258.0
0.0,10,2636.0,1647.0,2753.0,3141.0
0.0,10,2413.0,1792.0,2547.0,2456.0
0.0,10,1613.0,1552.0,1645.0,1624.0
0.0,10,1784.0,1845.0,1543.0,1829.0
0.0,10,1645.0,1257.0,1615.0,1764.0
0.0,10,3558.0,4100.0,3830.0,5487.0
0.0,10,1746.0,1492.0,880.0,1097.0
0.0,10,1637.0,1543.0,1679.0,1814.0
0.0,10,1443.0,1064.0,1275.0,1050.0
0.0,10,3025.0,3788.0,4344.0,3070.0
0.0,10,2550.0,2690.0,3106.0,1764.0
0.0,10,1429.0,1560.0,930.0,1346.0
0.0,10,1425.0,1481.0,1338.0,1275.0
0.0,10,1390.0,1551.0,1214.0,1332.0
0.0,10,2916.0,2933.0,3357.0,2857.0
0.0,10,2499.0,2739.0,2980.0,2657.0
0.0,10,911.0,801.0,988.0,992.0
0.0,10,1210.0,1008.0,772.0,952.0
0.0,10,2613.0,4527.0,2737.0,2951.0
0.0,10,2378.0,2842.0,2195.0,2206.0
0.0,10,986.0,794.0,1007.0,1081.0
0.0,10,981.0,768.0,650.0,1587.0
0.0,10,2534.0,2412.0,2372.0,3392.0
0.0,10,2760.0,3500.0,3334.0,4455.0
0.0,10,1613.0,1552.0,1490.0,1918.0
0.0,10,1799.0,1711.0,2129.0,1940.0
0.0,10,3301.0,3266.0,2920.0,3974.0
0.0,10,3469.0,2608.0,3075.0,4345.0
0.0,10,1281.0,1373.0,986.0,451.0
0.0,10,1588.0,1784.0,1049.0,821.0
0.0,10,1539.0,1552.0,1701.0,1489.0
0.0,10,2620.0,1985.0,2459.0,1948.0
0.0,10,2576.0,2615.0,2011.0,1876.0
0.0,10,1137.0,846.0,1133.0,1204.0
0.0,10,1456.0,1005.0,1433.0,1467.0
0.0,10,1539.0,1552.0,1353.0,1396.0
0.0,10,2220.0,2231.0,2362.0,2188.0
0.0,10,2402.0,2357.0,2365.0,2457.0
0.0,10,1312.0,1173.0,1302.0,1069.0
0.0,10,1472.0,1225.0,1357.0,1208.0
0.0,10,1603.0,1592.0,1379.0,1380.0
0.0,11,6089.0,7676.0,8395.0,9145.0
0.0,11,3835.0,4246.0,4569.0,3310.0
0.0,11,4477.0,3684.0,5457.0,5297.0
0.0,11,1651.0,1615.0,1371.0,649.0
0.0,11,1626.0,1362.0,1265.0,638.0
0.0,11,2060.0,1833.0,2129.0,1202.0
0.0,11,2210.0,2559.0,3164.0,2306.0
0.0,11,1605.0,1706.0,1616.0,1043.0
0.0,11,1961.0,1343.0,2019.0,1211.0
0.0,11,1576.0,1434.0,1595.0,1643.0
0.0,11,1573.0,1380.0,1510.0,1432.0
0.0,11,1742.0,1670.0,1769.0,1898.0
0.0,11,1596.0,1470.0,1650.0,2277.0
0.0,11,1858.0,2305.0,1832.0,1540.0
0.0,11,1637.0,1543.0,1417.0,1510.0
0.0,11,1618.0,1833.0,1501.0,1230.0
0.0,11,1619.0,2014.0,1437.0,1259.0
0.0,11,1770.0,1815.0,1672.0,2193.0
0.0,11,1560.0,981.0,1346.0,1420.0
0.0,11,1299.0,1615.0,1087.0,1389.0
0.0,11,1545.0,2087.0,1493.0,1254.0
0.0,11,1637.0,1543.0,1645.0,1147.0
0.0,11,1706.0,1235.0,1706.0,1526.0
0.0,11,1864.0,1815.0,1948.0,1778.0
0.0,11,1709.0,1307.0,1746.0,1938.0
0.0,11,972.0,726.0,977.0,685.0
0.0,11,1474.0,1380.0,1326.0,1250.0
0.0,11,1429.0,1289.0,1444.0,1320.0
0.0,11,1734.0,2123.0,1733.0,2015.0
0.0,11,1978.0,1452.0,2049.0,2135.0
0.0,11,1863.0,1978.0,1819.0,2175.0
0.0,11,1503.0,1126.0,1476.0,1887.0
0.0,11,1515.0,1343.0,1356.0,1156.0
0.0,11,1888.0,2014.0,1954.0,2021.0
0.0,11,1835.0,2051.0,1788.0,1924.0
0.0,11,935.0,636.0,642.0,502.0
0.0,11,1467.0,1216.0,1456.0,1463.0
0.0,11,1447.0,1071.0,1313.0,1418.0
0.0,11,1809.0,2323.0,1862.0,2070.0
0.0,11,1790.0,2250.0,1798.0,1853.0
0.0,11,810.0,1053.0,581.0,700.0
0.0,11,1168.0,999.0,915.0,1246.0
0.0,11,1508.0,1344.0,1349.0,1602.0
0.0,11,1945.0,2177.0,2004.0,2119.0
0.0,11,2088.0,1289.0,2171.0,2221.0
0.0,11,967.0,1162.0,693.0,890.0
0.0,11,1494.0,1742.0,1469.0,1814.0
0.0,11,1502.0,1126.0,1360.0,1476.0
0.0,11,1785.0,2123.0,1820.0,1659.0
0.0,11,2076.0,2196.0,2146.0,2283.0
0.0,11,2133.0,1923.0,2224.0,2361.0
0.0,11,912.0,654.0,651.0,497.0
0.0,11,1433.0,1271.0,1321.0,1623.0
0.0,11,1604.0,1434.0,1566.0,1692.0
0.0,11,1716.0,1180.0,1658.0,1441.0
0.0,11,2086.0,690.0,2185.0,1899.0
0.0,11,1940.0,2177.0,1949.0,1896.0
0.0,11,813.0,1053.0,562.0,859.0
0.0,11,1261.0,1017.0,1083.0,1376.0
0.0,11,1468.0,1216.0,1372.0,1474.0
0.0,11,1383.0,1089.0,1275.0,1327.0
0.0,12,883.0,1031.0,939.0,896.0
0.0,12,516.0,420.0,553.0,516.0
0.0,12,437.0,390.0,568.0,503.0
0.0,12,609.0,830.0,694.0,651.0
0.0,12,656.0,295.0,829.0,784.0
0.0,12,761.0,801.0,732.0,789.0
0.0,12,755.0,411.0,808.0,765.0
0.0,12,451.0,392.0,625.0,520.0
0.0,12,443.0,366.0,528.0,482.0
0.0,12,632.0,431.0,634.0,649.0
0.0,12,662.0,530.0,761.0,774.0
0.0,12,861.0,918.0,840.0,830.0
0.0,12,854.0,802.0,797.0,734.0
0.0,12,409.0,493.0,496.0,470.0
0.0,12,461.0,392.0,539.0,476.0
0.0,12,709.0,505.0,609.0,527.0
0.0,12,690.0,583.0,724.0,746.0
0.0,12,857.0,1005.0,996.0,880.0
0.0,12,291.0,376.0,293.0,386.0
0.0,12,413.0,505.0,437.0,391.0
0.0,12,328.0,376.0,378.0,249.0
0.0,12,484.0,516.0,607.0,508.0
0.0,12,664.0,530.0,751.0,716.0
0.0,12,849.0,836.0,936.0,828.0
0.0,12,818.0,775.0,845.0,758.0
0.0,12,399.0,493.0,459.0,399.0
0.0,12,478.0,516.0,689.0,608.0
0.0,12,432.0,390.0,513.0,470.0
0.0,12,649.0,348.0,659.0,660.0
0.0,12,833.0,851.0,756.0,770.0
0.0,12,624.0,518.0,690.0,676.0
0.0,12,344.0,376.0,383.0,366.0
0.0,12,453.0,392.0,565.0,495.0
0.0,12,387.0,584.0,415.0,427.0
0.0,12,800.0,610.0,682.0,651.0
0.0,12,675.0,550.0,692.0,651.0
0.0,12,344.0,376.0,391.0,375.0
0.0,12,435.0,390.0,492.0,506.0
0.0,12,387.0,584.0,376.0,402.0
0.0,12,864.0,784.0,704.0,701.0
0.0,12,678.0,833.0,683.0,671.0
0.0,12,440.0,366.0,420.0,420.0
0.0,12,454.0,392.0,560.0,545.0
0.0,12,699.0,361.0,712.0,735.0
0.0,12,807.0,934.0,889.0,717.0
0.0,12,685.0,596.0,646.0,726.0
0.0,12,451.0,392.0,491.0,426.0
0.0,12,572.0,710.0,529.0,538.0
0.0,12,496.0,544.0,633.0,575.0
0.0,12,668.0,1205.0,778.0,747.0
0.0,12,778.0,794.0,925.0,751.0
0.0,12,829.0,833.0,799.0,702.0
0.0,12,393.0,584.0,431.0,409.0
0.0,12,478.0,516.0,701.0,606.0
0.0,12,444.0,366.0,587.0,534.0
0.0,12,508.0,498.0,706.0,701.0
0.0,12,803.0,1003.0,790.0,811.0
0.0,12,754.0,411.0,847.0,744.0
0.0,12,401.0,493.0,517.0,431.0
0.0,12,615.0,400.0,711.0,611.0
0.0,12,444.0,366.0,514.0,504.0
0.0,12,646.0,630.0,717.0,705.0
0.0,13,1822.0,2314.0,1765.0,1733.0
0.0,13,1225.0,874.0,1117.0,1004.0
0.0,13,1058.0,773.0,973.0,941.0
0.0,13,1094.0,786.0,1080.0,1029.0
0.0,13,1877.0,2100.0,1930.0,1772.0
0.0,13,1824.0,2412.0,1815.0,1646.0
0.0,13,1077.0,855.0,968.0,871.0
0.0,13,1062.0,883.0,961.0,939.0
0.0,13,1223.0,1325.0,1143.0,1234.0
0.0,13,2217.0,2378.0,2240.0,2858.0
0.0,13,1873.0,1992.0,1891.0,1911.0
