predictions,producto,fecha,CostesModelo,CostesEmpresa
0.0,1,2020-01-02,799.1122392,1858.8327120000001
0.0,1,2020-01-03,1340.5796217000002,1234.8271881
0.0,1,2020-01-04,73.8732555,5566.3128477
0.0,1,2020-01-06,751.2125247,7685.282187
0.0,1,2020-01-07,582.6449475000001,1438.9060158
0.0,1,2020-01-08,590.4370097999999,4634.5173435
0.0,1,2020-01-09,1214.2093810000001,1980.247654
0.0,1,2020-01-10,842.8238082000001,993.4703460000001
0.0,1,2020-01-11,568.2152025,4652.4102273
0.0,1,2020-01-13,1144.7574237,7019.683802999999
0.0,1,2020-01-14,676.1215395,974.817261
0.0,1,2020-01-15,336.4453422,3936.9553146
0.0,1,2020-01-16,1053.5895909,1173.7717695
0.0,1,2020-01-17,741.8155932000001,831.857202
0.0,1,2020-01-18,321.10054019999995,5081.473415699999
0.0,1,2020-01-20,959.7962484,9225.731374199999
0.0,1,2020-01-21,668.6462276999999,1618.4120435999998
0.0,1,2020-01-22,171.7913934,4184.7034779
0.0,1,2020-01-23,1223.0722251,1015.1853525000001
0.0,1,2020-01-24,587.8889280000001,1515.1443416999998
0.0,1,2020-01-25,286.2861408,4380.581987099999
0.0,1,2020-01-27,1000.5655572000001,3248.1426383999997
0.0,1,2020-01-28,598.7006784,1044.8683938
0.0,1,2020-01-29,394.2980613,4453.9625196
0.0,2,2019-11-15,558.7633367999999,3129.66208512
0.0,2,2019-11-16,140.43732047999998,3920.5214675999996
0.0,2,2019-11-18,575.25945984,2418.86845512
0.0,2,2019-11-19,369.02528856,4270.8397284
0.0,2,2019-11-20,301.45808232,4096.59432984
0.0,2,2019-11-21,667.62795888,3545.7690383999998
0.0,2,2019-11-22,773.15582808,4899.09563496
0.0,2,2019-11-23,272.4063048,5724.6115608
0.0,2,2019-11-25,466.82722872000005,2538.33073488
0.0,2,2019-11-26,325.4761764,3438.291330719999
0.0,2,2019-11-27,269.70590088,4234.42914624
0.0,2,2019-11-28,640.9992024000001,3094.87500864
0.0,2,2019-11-29,514.11285144,4186.67849928
0.0,2,2019-11-30,112.67455752000001,4388.809035599999
0.0,2,2019-12-02,498.91390127999995,2504.5226568
0.0,2,2019-12-03,342.57601511999997,3854.73277512
0.0,2,2019-12-04,899.81374608,4658.08254552
0.0,2,2019-12-05,487.23118704,3370.54464144
0.0,2,2019-12-06,196.01179632,3381.3707320799995
0.0,2,2019-12-07,303.02447976,2151.08791776
0.0,2,2019-12-09,859.29952896,1066.18636584
0.0,2,2019-12-10,389.71478808,977.0811948
0.0,2,2019-12-11,295.79620824,1893.32579736
0.0,2,2019-12-12,817.6594636799999,1119.9904862399999
0.0,2,2019-12-13,450.77165496,1757.96295192
0.0,2,2019-12-14,112.67455752000001,1597.1461480799999
0.0,2,2019-12-16,663.3122076,1500.6658557599999
0.0,2,2019-12-17,339.06793752000004,2744.89123896
0.0,2,2019-12-18,331.227792,3385.4662087199995
0.0,2,2019-12-19,539.35469352,3753.17800776
0.0,2,2019-12-20,741.4118049599999,2782.7947936799997
0.0,2,2019-12-21,55.166559840000005,2740.4612712
0.0,2,2019-12-23,478.33045991999995,1568.28201192
0.0,2,2019-12-24,311.54176584,1615.05366048
0.0,2,2019-12-25,9.031260239999998,2184.89599584
0.0,2,2019-12-26,482.64621120000004,2365.0643347200003
0.0,2,2019-12-27,917.9496914399999,2228.853024
0.0,2,2019-12-28,124.66728792,2480.56167096
0.0,2,2019-12-30,446.30905392,1532.51593704
0.0,2,2019-12-31,192.95242632,3573.65417616
0.0,2,2020-01-01,0.0,4369.79199168
0.0,2,2020-01-02,701.46867024,2956.39568496
0.0,2,2020-01-03,887.0051836800001,2195.04494592
0.0,2,2020-01-04,374.48320464,2811.52839672
0.0,2,2020-01-06,121.08578544,1734.00196608
0.0,2,2020-01-07,392.32545048,1687.2303175199997
0.0,2,2020-01-08,322.5799728,2015.7250723199998
0.0,2,2020-01-09,644.3277969599999,1621.10713392
0.0,2,2020-01-10,576.54031608,1341.85599864
0.0,2,2020-01-11,439.63554816,2345.19882552
0.0,2,2020-01-13,618.9635800799999,1568.28201192
0.0,2,2020-01-14,524.20469328,1479.8213481599998
0.0,2,2020-01-15,488.02254408,1981.9169942399997
0.0,2,2020-01-16,532.9748872800001,1620.12813552
0.0,2,2020-01-17,532.5424963199999,1326.4204571999999
0.0,2,2020-01-18,117.02294207999999,2706.6531931199997
0.0,2,2020-01-20,707.84847648,2089.39470192
0.0,2,2020-01-21,269.70590088,2292.3737035199997
0.0,2,2020-01-22,177.81874272,2031.16061376
0.0,2,2020-01-23,492.35461200000003,3024.01184112
0.0,2,2020-01-24,666.24104448,2886.821532
0.0,2,2020-01-25,164.17803168,2360.1203927999995
0.0,2,2020-01-27,798.55267824,563.44621248
0.0,2,2020-01-28,317.70945576,1669.83677928
0.0,2,2020-01-29,280.40961672,2049.5331504
0.0,3,2019-11-15,377.20146420000003,2046.1922810999997
0.0,3,2019-11-16,301.4519409,2863.3307867999997
0.0,3,2019-11-18,363.9069423,2745.1546055999997
0.0,3,2019-11-19,350.2721475,3446.2958706
0.0,3,2019-11-20,276.37323119999996,2957.4490769999998
0.0,3,2019-11-21,461.77420409999996,3463.0050608999995
0.0,3,2019-11-22,419.1505461,3447.8300834999995
0.0,3,2019-11-23,305.52327629999996,3670.9416513
0.0,3,2019-11-25,268.2962271,2866.1544549
0.0,3,2019-11-26,235.9285137,2668.1454756
0.0,3,2019-11-27,220.65802109999998,2987.1543042
0.0,3,2019-11-28,468.0662679,3295.5907941
0.0,3,2019-11-29,678.7548899999999,2734.3375091999997
0.0,3,2019-11-30,249.56330849999998,3076.2699857999996
0.0,3,2019-12-02,374.1569172,2685.7441511999996
0.0,3,2019-12-03,514.0986246,2898.0386226
0.0,3,2019-12-04,387.8036514,3735.599472
0.0,3,2019-12-05,576.255141,3206.4751125
0.0,3,2019-12-06,294.3539676,2330.2485162
0.0,3,2019-12-07,309.19464180000006,1448.0522199
0.0,3,2019-12-09,512.9882604,1178.2814769
0.0,3,2019-12-10,456.0910497,766.4438132999999
0.0,3,2019-12-11,222.12656729999998,1388.6417654999998
0.0,3,2019-12-12,493.515099,1225.5853797000002
0.0,3,2019-12-13,557.7968286,617.2729497
0.0,3,2019-12-14,140.80134420000002,1082.6289738
0.0,3,2019-12-16,420.97727430000003,1620.7138529999997
0.0,3,2019-12-17,298.58051520000004,2105.6027354999997
0.0,3,2019-12-18,284.22935640000003,2955.2701365
0.0,3,2019-12-19,540.9980928,4088.0266812
0.0,3,2019-12-20,397.104444,2548.0351115999997
0.0,3,2019-12-21,169.5275406,1553.8770918
0.0,3,2019-12-23,490.60188539999996,1619.1796401
0.0,3,2019-12-24,116.5763016,1219.4485281
0.0,3,2019-12-25,0.0,1507.4626743000001
0.0,3,2019-12-26,494.65531169999997,3463.0050608999995
0.0,3,2019-12-27,533.2852403999999,1284.9958341
0.0,3,2019-12-28,198.373131,1843.8254207999998
0.0,3,2019-12-30,379.0938591,1497.2903054999997
0.0,3,2019-12-31,255.90312989999998,2621.7310580999997
0.0,3,2020-01-01,0.0,3014.6805908999995
0.0,3,2020-01-02,447.85883340000004,4115.5529679
0.0,3,2020-01-03,641.0025072,1927.3713722999998
0.0,3,2020-01-04,100.1357478,2255.0183567999998
0.0,3,2020-01-06,66.08457899999999,1735.8216083999998
0.0,3,2020-01-07,393.5465028,1707.6505940999998
0.0,3,2020-01-08,274.25995739999996,1388.6417654999998
0.0,3,2020-01-09,376.21049400000004,2685.7441511999996
0.0,3,2020-01-10,429.56767260000004,484.978428
0.0,3,2020-01-11,324.3576798,2105.6027354999997
0.0,3,2020-01-13,294.2405433,1678.5900944999999
0.0,3,2020-01-14,721.0382751,952.1014832999999
0.0,3,2020-01-15,431.6630373,766.4438132999999
0.0,3,2020-01-16,693.1657458,1105.230258
0.0,3,2020-01-17,421.401123,965.9870055
0.0,3,2020-01-18,193.91376509999998,1996.0647101999998
0.0,3,2020-01-20,274.6599273,2287.5472520999997
0.0,3,2020-01-21,343.23387120000007,1770.7742019
0.0,3,2020-01-22,347.15596409999995,1404.4614704999997
0.0,3,2020-01-23,357.7820301,3446.2958706
0.0,3,2020-01-24,464.6157813,1864.2477645
0.0,3,2020-01-25,135.6614325,1524.1718646
0.0,3,2020-01-27,513.5971698,1178.2814769
0.0,3,2020-01-28,285.3397206,1329.2313111
0.0,3,2020-01-29,331.26462269999996,1482.1153280999997
0.0,4,2019-11-15,1186.3137171600001,4969.28598894
0.0,4,2019-11-16,630.2475831600001,4367.19539412
0.0,4,2019-11-18,710.5595140800001,5982.37429842
0.0,4,2019-11-19,750.97091628,5772.326702219999
0.0,4,2019-11-20,637.65524862,5643.973015200001
0.0,4,2019-11-21,755.3198905200001,5439.394385099999
0.0,4,2019-11-22,725.7088776600001,8689.53871656
0.0,4,2019-11-23,595.44268992,6373.8016290000005
0.0,4,2019-11-25,510.34950720000006,6314.4486100799995
0.0,4,2019-11-26,892.05714234,4354.56109998
0.0,4,2019-11-27,501.8283995400001,5853.75207534
0.0,4,2019-11-28,922.4148164400001,4106.10629754
0.0,4,2019-11-29,1093.2299492400002,6617.023253100001
0.0,4,2019-11-30,626.75661438,4367.19539412
0.0,4,2019-12-02,730.82416212,6608.600390340001
0.0,4,2019-12-03,662.1378777000001,5230.47333042
0.0,4,2019-12-04,937.33494192,6778.84570272
0.0,4,2019-12-05,1020.6269681399999,4691.83584168
0.0,4,2019-12-06,479.92633650000005,5122.109205719999
0.0,4,2019-12-07,335.4604858800001,2364.5582532
0.0,4,2019-12-09,574.41828132,3410.8795375199998
0.0,4,2019-12-10,616.43435022,1679.5686117599998
0.0,4,2019-12-11,499.09064166,2950.28779734
0.0,4,2019-12-12,922.8601933200001,1934.4551803200002
0.0,4,2019-12-13,954.9273286800001,2568.20028192
0.0,4,2019-12-14,326.99832516000004,1800.90106326
0.0,4,2019-12-16,719.6897401200001,4520.46398778
0.0,4,2019-12-17,774.4776460200001,3728.0664720000004
0.0,4,2019-12-18,751.46214078,5225.54143644
0.0,4,2019-12-19,911.28039444,7112.90456136
0.0,4,2019-12-20,723.7046817,5586.60454326
0.0,4,2019-12-21,464.39709264,3346.0575525000004
0.0,4,2019-12-23,709.4460718800001,3768.83155584
0.0,4,2019-12-24,555.42426732,2242.36779624
0.0,4,2019-12-25,312.57597384,4009.2433757999997
0.0,4,2019-12-26,861.6208723200001,4565.30296014
0.0,4,2019-12-27,713.91294,4436.09126766
0.0,4,2019-12-28,598.40313624,3259.59549084
0.0,4,2019-12-30,688.1924251800001,3807.5072981400003
0.0,4,2019-12-31,573.63887178,5850.9095229
0.0,4,2020-01-01,0.0,6013.8650637
0.0,4,2020-01-02,639.84938472,6483.462586380001
0.0,4,2020-01-03,721.2158109000001,3664.3710285
0.0,4,2020-01-04,315.52332084000005,3156.0977635199997
0.0,4,2020-01-06,207.30983832,3800.32232112
0.0,4,2020-01-07,672.2964003600001,2574.6058494
0.0,4,2020-01-08,437.59588392000006,2762.31255534
0.0,4,2020-01-09,771.8119344000002,3353.2425295199996
0.0,4,2020-01-10,822.23776674,2287.3705101
0.0,4,2020-01-11,666.2314152000001,3015.21457692
0.0,4,2020-01-13,582.7232502,3850.36172352
0.0,4,2020-01-14,1184.29642188,2038.6471716
0.0,4,2020-01-15,819.44106192,2555.74937826
0.0,4,2020-01-16,1197.00276228,3460.6504038599996
0.0,4,2020-01-17,998.1288860400001,2289.45985164
0.0,4,2020-01-18,345.17363166,3363.7874821200003
0.0,4,2020-01-20,894.0547886400001,5021.8208118
0.0,4,2020-01-21,561.98047698,3556.9631541599997
0.0,4,2020-01-22,642.8491290000001,2680.88718222
0.0,4,2020-01-23,711.33237396,6025.1239292400005
0.0,4,2020-01-24,1055.5956028800001,5152.1590458
0.0,4,2020-01-25,357.14641014,2634.0636628800003
0.0,4,2020-01-27,744.4016073,2702.95953642
0.0,4,2020-01-28,645.08911272,2474.21921058
0.0,4,2020-01-29,578.6297127,2846.95381152
0.0,5,2019-11-15,288.52653599999996,2033.5906979999997
0.0,5,2019-11-16,207.323226,1401.867
0.0,5,2019-11-18,236.025414,2417.982192
0.0,5,2019-11-19,225.78150600000004,2284.535826
0.0,5,2019-11-20,277.665894,2443.2332939999997
0.0,5,2019-11-21,256.73193000000003,2138.1249239999997
0.0,5,2019-11-22,304.732206,3342.737646
0.0,5,2019-11-23,204.554484,2054.384694
0.0,5,2019-11-25,238.99536,2292.102846
0.0,5,2019-11-26,235.329948,1800.9157679999998
0.0,5,2019-11-27,262.978002,2390.23791
0.0,5,2019-11-28,251.951148,1793.3268779999999
0.0,5,2019-11-29,250.555842,2762.307846
0.0,5,2019-11-30,206.116002,1771.522488
0.0,5,2019-12-02,357.5745,1962.4388400000003
0.0,5,2019-12-03,302.453352,2125.1385179999997
0.0,5,2019-12-04,305.5239,2779.401438
0.0,5,2019-12-05,238.619196,1909.2947400000003
0.0,5,2019-12-06,34.252794,2096.055792
0.0,5,2019-12-07,196.781886,825.168222
0.0,5,2019-12-09,257.033736,1031.069898
0.0,5,2019-12-10,289.641906,1040.33403
0.0,5,2019-12-11,297.60696,1205.93367
0.0,5,2019-12-12,262.842408,554.79816
0.0,5,2019-12-13,229.420674,1112.1026219999999
0.0,5,2019-12-14,202.83550200000002,844.671888
0.0,5,2019-12-16,229.89744000000002,1352.707614
0.0,5,2019-12-17,234.442026,1850.0620320000003
0.0,5,2019-12-18,259.002036,2597.158728
0.0,5,2019-12-19,281.340054,1861.329456
0.0,5,2019-12-20,340.130988,2275.7615819999996
0.0,5,2019-12-21,203.977116,1606.727664
0.0,5,2019-12-23,201.11214600000002,1306.347588
0.0,5,2019-12-24,217.20846600000002,1430.0443079999998
0.0,5,2019-12-25,31.921451999999995,1363.117734
0.0,5,2019-12-26,243.443718,1635.4342259999999
0.0,5,2019-12-27,266.162274,1406.65653
0.0,5,2019-12-28,212.32708200000002,1586.563524
0.0,5,2019-12-30,157.831416,1644.510276
0.0,5,2019-12-31,193.733208,2388.199626
0.0,5,2020-01-01,60.973560000000006,3180.6678239999997
0.0,5,2020-01-02,311.831208,2110.371894
0.0,5,2020-01-03,260.248626,2075.28804
0.0,5,2020-01-04,213.267492,1910.1258
0.0,5,2020-01-06,70.478262,1756.038528
0.0,5,2020-01-07,288.211608,1235.095128
0.0,5,2020-01-08,389.806506,1155.615174
0.0,5,2020-01-09,297.40138199999996,1143.608544
0.0,5,2020-01-10,407.89736999999997,536.95224
0.0,5,2020-01-11,318.912714,1844.8132320000002
0.0,5,2020-01-13,286.838172,921.1644
0.0,5,2020-01-14,436.10092199999997,924.081858
0.0,5,2020-01-15,456.571242,1229.233968
0.0,5,2020-01-16,313.016562,1290.19878
0.0,5,2020-01-17,401.506956,1026.669654
0.0,5,2020-01-18,221.551848,1761.05988
0.0,5,2020-01-20,223.384554,1698.4898099999998
0.0,5,2020-01-21,248.123898,1567.278558
0.0,5,2020-01-22,338.00085,1754.612604
0.0,5,2020-01-23,257.055606,1696.210956
0.0,5,2020-01-24,251.491878,2435.600664
0.0,5,2020-01-25,235.89856799999998,1469.895822
0.0,5,2020-01-27,237.70940400000003,974.662794
0.0,5,2020-01-28,216.845424,1171.440306
0.0,5,2020-01-29,246.872934,1291.852152
0.0,9,2019-11-15,287.63343648,1133.4845808
0.0,9,2019-11-16,115.47720288000001,2354.79508992
0.0,9,2019-11-18,320.79063744,1447.14312288
0.0,9,2019-11-19,115.98297984,1906.43982048
0.0,9,2019-11-20,140.01058656,3920.9430499200002
0.0,9,2019-11-21,414.89076096,1311.57569088
0.0,9,2019-11-22,5058.5726464,6301.826003200001
0.0,9,2019-11-23,853.8050976000001,2376.3873952
0.0,9,2019-11-25,1378.8512191999998,1394.1383455999999
0.0,9,2019-11-26,80.30329632,1334.226816
0.0,9,2019-11-27,230.95440576000001,4029.2113305599996
0.0,9,2019-11-28,360.77262624,3433.17559104
0.0,9,2019-11-29,257.28681888,1650.5935056
0.0,9,2019-11-30,77.67837792,2354.79508992
0.0,9,2019-12-02,383.50698048000004,1528.77808512
0.0,9,2019-12-03,141.06055392,1634.90161536
0.0,9,2019-12-04,653.2205471999999,4116.000096
0.0,9,2019-12-05,360.21563136,3651.5495951999997
0.0,9,2019-12-06,428.38668288,1224.78692544
0.0,9,2019-12-07,251.16627744000002,1294.0463577599999
0.0,9,2019-12-09,549.84998016,644.8464172800001
0.0,9,2019-12-10,175.58783424,544.91385312
0.0,9,2019-12-11,145.5229152,1063.45687968
0.0,9,2019-12-12,472.79261952,1393.2106531200002
0.0,9,2019-12-13,552.34685376,601.9578115200001
0.0,9,2019-12-14,255.62863872,1090.09019808
0.0,9,2019-12-16,450.5896512,930.70003104
0.0,9,2019-12-17,191.22850656,1186.54634592
0.0,9,2019-12-18,161.13157632000002,1715.8707446399999
0.0,9,2019-12-19,341.399448,4657.70002464
0.0,9,2019-12-20,181.20259872,1281.8308838399998
0.0,9,2019-12-21,92.05140672,1715.8707446399999
0.0,9,2019-12-23,504.98308224000004,877.63826592
0.0,9,2019-12-24,92.7044352,763.28785728
0.0,9,2019-12-25,27.82413504,1020.56827392
0.0,9,2019-12-26,325.02892032,3024.23251104
0.0,9,2019-12-27,269.25260544,1023.7821984
0.0,9,2019-12-28,47.491816320000005,1878.63489216
0.0,9,2019-12-30,323.0657248,708.9287296
0.0,9,2019-12-31,89.37685119999999,1693.3964319999998
0.0,9,2020-01-01,0.0,1763.9451648
0.0,9,2020-01-02,301.3937472,1462.8391232
0.0,9,2020-01-03,390.90796992,1038.96831168
0.0,9,2020-01-04,65.60375328,1878.63489216
0.0,9,2020-01-06,144.63300384000001,979.6195468799999
0.0,9,2020-01-07,166.138128,980.38781568
0.0,9,2020-01-08,179.59563648,940.8731904
0.0,9,2020-01-09,523.6071984,1666.18296
0.0,9,2020-01-10,320.28486048,589.07650464
0.0,9,2020-01-11,230.41021536,1798.93980864
0.0,9,2020-01-13,322.42320864000004,1036.92599712
0.0,9,2020-01-14,468.40068288,630.53100864
0.0,9,2020-01-15,146.90579904000003,926.55778176
0.0,9,2020-01-16,656.89543296,906.21146304
0.0,9,2020-01-17,206.15853024,736.6545388799999
0.0,9,2020-01-18,68.49116352,1878.63489216
0.0,9,2020-01-20,482.37037055999997,1012.33499328
0.0,9,2020-01-21,85.0857696,1198.76181984
0.0,9,2020-01-22,88.13323584,1253.3601225599998
0.0,9,2020-01-23,495.1876550400001,1571.40419904
0.0,9,2020-01-24,219.4047648,1255.3000012799998
0.0,9,2020-01-25,42.76056096,1551.83255136
0.0,9,2020-01-27,595.00497888,497.4860592
0.0,9,2020-01-28,149.19780096,859.23822816
0.0,9,2020-01-29,224.43692543999998,1512.31792608
0.0,10,2019-11-15,437.76096,1922.8645800000002
0.0,10,2019-11-16,7.16352,1.387932
0.0,10,2019-11-18,171.717,1649.41686
0.0,10,2019-11-19,152.61246,1573.45188
0.0,10,2019-11-20,251.29845,2175.691752
0.0,10,2019-11-21,389.372022,4318.460406
0.0,10,2019-11-22,358.32536999999996,3806.323326
0.0,10,2019-11-23,0.0,1.6060356
0.0,10,2019-11-25,482.98582799999997,1796.6054339999998
0.0,10,2019-11-26,198.277794,1481.552046
0.0,10,2019-11-27,210.275676,1944.794124
0.0,10,2019-11-28,441.381798,3443.3731799999996
0.0,10,2019-11-29,401.211954,3309.0272280000004
0.0,10,2019-11-30,3.108456,1.6060356
0.0,10,2019-12-02,352.67076,2206.106604
0.0,10,2019-12-03,371.17626000000007,1497.8527199999999
0.0,10,2019-12-04,241.05354000000003,1864.4862600000001
0.0,10,2019-12-05,880.6597800000001,2710.0437
0.0,10,2019-12-06,122.00370000000001,2350.0822799999996
0.0,10,2019-12-07,29.1018,1.387932
0.0,10,2019-12-09,282.555,1033.3596
0.0,10,2019-12-10,457.25862000000006,440.24526000000003
0.0,10,2019-12-11,496.7508,727.7743200000001
0.0,10,2019-12-12,578.8965000000001,786.41472
0.0,10,2019-12-13,320.55114000000003,1213.97094
0.0,10,2019-12-14,17.68494,1.387932
0.0,10,2019-12-16,236.73468,1468.18854
0.0,10,2019-12-17,190.07703000000004,1547.43615
0.0,10,2019-12-18,226.715112,1520.609922
0.0,10,2019-12-19,524.6277660000001,3462.118686
0.0,10,2019-12-20,644.7582179999999,2900.4990300000004
0.0,10,2019-12-21,14.765165999999999,1.6060356
0.0,10,2019-12-23,233.38692,1729.3313699999999
0.0,10,2019-12-24,157.659372,873.381366
0.0,10,2019-12-25,0.0,956.3682959999999
0.0,10,2019-12-26,519.08688,2430.5282819999998
0.0,10,2019-12-27,553.747428,2124.496998
0.0,10,2019-12-28,25.126686,1.6060356
0.0,10,2019-12-30,223.069626,1487.175066
0.0,10,2019-12-31,315.26586000000003,1303.16004
0.0,10,2020-01-01,69.84432,1652.75838
0.0,10,2020-01-02,479.95584,2292.55026
0.0,10,2020-01-03,750.3295800000001,2581.72824
0.0,10,2020-01-04,36.71304,1.387932
0.0,10,2020-01-06,34.47444,1465.6114200000002
0.0,10,2020-01-07,488.99760000000003,519.3115200000001
0.0,10,2020-01-08,395.39136,652.38264
0.0,10,2020-01-09,683.05692,1245.6171
0.0,10,2020-01-10,598.8855599999999,1417.9893000000002
0.0,10,2020-01-11,46.56288000000001,1.387932
0.0,10,2020-01-13,137.85954,1470.72198
0.0,10,2020-01-14,135.82842,707.25018
0.0,10,2020-01-15,276.98112000000003,814.8450959999999
0.0,10,2020-01-16,319.88034000000005,1746.661644
0.0,10,2020-01-17,330.311358,1651.664196
0.0,10,2020-01-18,0.0,1.6060356
0.0,10,2020-01-20,274.89618,2069.435628
0.0,10,2020-01-21,226.039086,1094.5935
0.0,10,2020-01-22,275.041494,789.472008
0.0,10,2020-01-23,400.131576,2192.415498
0.0,10,2020-01-24,468.264888,2831.7276
0.0,10,2020-01-25,3.108456,1.6060356
0.0,10,2020-01-27,269.46270000000004,785.971836
0.0,10,2020-01-28,227.90921400000002,834.5762100000001
0.0,10,2020-01-29,240.886386,826.571304
0.0,11,2019-11-15,2959.0429946000004,3261.6820334000004
0.0,11,2019-11-16,621.6919800000001,1168.1638584
0.0,11,2019-11-18,662.5159058,1907.0054388
0.0,11,2019-11-19,241.03908234000005,2658.44526228
0.0,11,2019-11-20,220.04061480000001,3367.4782438800003
0.0,11,2019-11-21,261.513927,4571.42410098
0.0,11,2019-11-22,395.46022986,2342.37340134
0.0,11,2019-11-23,184.35690558000002,2161.9020155400003
0.0,11,2019-11-25,177.1987428,2621.19663468
0.0,11,2019-11-26,246.340764,1986.4169476200002
0.0,11,2019-11-27,261.10930932,2942.4987741600003
0.0,11,2019-11-28,434.58318936,3792.4577136
0.0,11,2019-11-29,731.74512402,2023.76077938
0.0,11,2019-11-30,245.10310992,1630.5556980600002
0.0,11,2019-12-02,263.97138438,2233.46579256
0.0,11,2019-12-03,186.67750698000003,2658.44526228
0.0,11,2019-12-04,424.6105536,3421.5720575400005
0.0,11,2019-12-05,600.7501501200001,3725.8802544600003
0.0,11,2019-12-06,513.37653228,1736.1073602000001
0.0,11,2019-12-07,197.12616354000002,639.9147614400001
0.0,11,2019-12-09,378.26397846,1011.71080728
0.0,11,2019-12-10,289.63485576000005,711.72249912
0.0,11,2019-12-11,278.91248724,853.21968192
0.0,11,2019-12-12,320.42150100000003,1597.96612404
0.0,11,2019-12-13,323.84290050000004,500.95833966000004
0.0,11,2019-12-14,160.60941792,655.8495577199999
0.0,11,2019-12-16,375.04488779999997,1314.48383712
0.0,11,2019-12-17,225.42560010000003,2020.9760577000002
0.0,11,2019-12-18,346.50149058000005,2342.37340134
0.0,11,2019-12-19,378.2282769,5173.51900986
0.0,11,2019-12-20,346.70379942000005,1811.2710445200003
0.0,11,2019-12-21,180.77484906,920.70753084
0.0,11,2019-12-23,323.25382476000004,960.4969194600001
0.0,11,2019-12-24,246.32291322000003,1365.12649998
0.0,11,2019-12-25,9.7584264,743.59209168
0.0,11,2019-12-26,253.80834030000003,2517.51930444
0.0,11,2019-12-27,471.73066254,1421.6658705000002
0.0,11,2019-12-28,54.80784486,939.33184464
0.0,11,2019-12-30,167.45816718,1029.51993546
0.0,11,2019-12-31,259.89545628,2623.8861522
0.0,11,2020-01-01,0.0,1487.18418336
0.0,11,2020-01-02,293.91904296,3014.4017160000003
0.0,11,2020-01-03,229.24566702,2055.53516778
0.0,11,2020-01-04,64.31636034,1240.1353384200002
0.0,11,2020-01-06,0.0,1062.4486743
0.0,11,2020-01-07,131.2627356,1843.04543292
0.0,11,2020-01-08,362.46603816,605.35565136
0.0,11,2020-01-09,557.2894510799999,1812.08623014
0.0,11,2020-01-10,459.97889904,642.0568550400001
0.0,11,2020-01-11,282.55404636000003,1030.3351210800001
0.0,11,2020-01-13,238.11155442,1029.51993546
0.0,11,2020-01-14,446.03743985999995,1226.98526382
0.0,11,2020-01-15,401.345037,393.77630628000003
0.0,11,2020-01-16,386.2968294600001,961.31210508
0.0,11,2020-01-17,383.30384868000004,979.9364188800001
0.0,11,2020-01-18,190.86053976000002,1116.20332314
0.0,11,2020-01-20,236.32052616000001,1347.3173718
0.0,11,2020-01-21,225.99682506000002,1915.66835622
0.0,11,2020-01-22,218.23768602,852.4044963
0.0,11,2020-01-23,291.13432128,2783.19246318
0.0,11,2020-01-24,254.29626162000002,1720.74378888
0.0,11,2020-01-25,135.71353008000003,851.5893106799999
0.0,11,2020-01-27,309.86573976,658.5390752400001
0.0,11,2020-01-28,221.60553318000004,1348.9477430400002
0.0,11,2020-01-29,225.42560010000003,958.77134406
